
Node_APA-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/2-downstream9;RFGW10-Channel_5/4.10-Gi5/12;37;28.26;0.2;9.01;64.48;0;0;0
Modular-Cable6/1/2-downstream10;RFGW10-Channel_5/4.11-Gi5/12;37;28.14;0.2;9.65;64.97;0;0;0
Modular-Cable6/1/2-downstream11;RFGW10-Channel_5/4.12-Gi5/12;37;27.96;0.22;9.64;67.46;0;0;0
Modular-Cable6/1/2-downstream14;RFGW10-Channel_5/4.15-Gi5/12;37;28.11;0.21;8.97;64.06;0;0;0
Modular-Cable6/1/2-downstream12;RFGW10-Channel_5/4.13-Gi5/12;37;28.42;0.21;9.12;65.16;0;0;0
Modular-Cable6/1/2-downstream15;RFGW10-Channel_5/4.16-Gi5/12;37;29.69;0.21;10.35;67.58;1;0;0
Modular-Cable6/1/1-downstream5;RFGW10-Channel_5/4.6-Gi5/11;37;28.61;0.67;11.06;67.1;0;0;0
Modular-Cable6/1/1-downstream4;RFGW10-Channel_5/4.5-Gi5/11;37;28.56;0.67;11.32;68.94;0;0;0
Modular-Cable6/1/1-downstream7;RFGW10-Channel_5/4.8-Gi5/11;37;28.41;0.66;11.03;67.47;0;0;0
Modular-Cable6/1/1-downstream6;RFGW10-Channel_5/4.7-Gi5/11;37;28.35;0.66;11.06;67.19;0;0;0
Modular-Cable6/1/1-downstream1;RFGW10-Channel_5/5.3-Gi5/11;37;28.39;0.67;11.15;67.65;0;0;0
Modular-Cable6/1/1-downstream0;RFGW10-Channel_5/4.1-Gi5/11;37;28.26;0.67;11.17;67.72;0;0;0
Modular-Cable6/1/1-downstream3;RFGW10-Channel_5/4.4-Gi5/11;37;28.43;0.76;11.43;68.41;0;0;0
Modular-Cable6/1/1-downstream2;RFGW10-Channel_5/6.5-Gi5/11;37;28.33;0.67;11.11;67.76;0;0;0


Node_KAR-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/2-downstream8;RFGW10-Channel_5/4.9-Gi5/12;37;28.26;0.21;9.08;64.13;0;0;0
Modular-Cable6/1/2-downstream9;RFGW10-Channel_5/4.10-Gi5/12;37;28.26;0.2;9.01;64.48;0;0;0
Modular-Cable6/1/1-downstream11;RFGW10-Channel_5/5.4-Gi5/11;37;27.73;0.72;9.49;62.84;0;0;0
Modular-Cable6/1/1-downstream10;RFGW10-Channel_5/5.3-Gi5/11;37;27.64;0.72;9.5;63.25;0;0;0
Modular-Cable6/1/1-downstream13;RFGW10-Channel_5/5.6-Gi5/11;37;28.45;0.71;9.61;62.43;0;0;0
Modular-Cable6/1/1-downstream12;RFGW10-Channel_5/5.5-Gi5/11;37;27.59;0.72;9.47;63.06;0;0;0
Modular-Cable6/1/1-downstream15;RFGW10-Channel_5/5.8-Gi5/11;37;27.98;0.71;9.44;62.69;0;0;0
Modular-Cable6/1/1-downstream14;RFGW10-Channel_5/5.7-Gi5/11;37;27.57;0.71;9.44;62.37;0;0;0
Modular-Cable6/1/1-downstream9;RFGW10-Channel_5/5.2-Gi5/11;37;28.44;0.72;9.58;62.99;0;0;0
Modular-Cable6/1/1-downstream8;RFGW10-Channel_5/5.1-Gi5/11;37;28.21;0.73;10.39;66.24;0;0;0
Modular-Cable6/1/2-downstream14;RFGW10-Channel_5/4.15-Gi5/12;37;28.11;0.21;8.97;64.06;0;0;0
Modular-Cable6/1/2-downstream15;RFGW10-Channel_5/4.16-Gi5/12;37;29.69;0.21;10.35;67.58;1;0;0
Modular-Cable6/1/2-downstream10;RFGW10-Channel_5/4.11-Gi5/12;37;28.14;0.2;9.65;64.97;0;0;0
Modular-Cable6/1/2-downstream11;RFGW10-Channel_5/4.12-Gi5/12;37;27.96;0.22;9.64;67.46;0;0;0
Modular-Cable6/1/2-downstream12;RFGW10-Channel_5/4.13-Gi5/12;37;28.42;0.21;9.12;65.16;0;0;0
Modular-Cable6/1/2-downstream13;RFGW10-Channel_5/4.14-Gi5/12;37;28.35;0.2;9.08;64.81;0;0;0


Node_KAR-03

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/1-downstream19;RFGW10-Channel_5/6.4-Gi5/11;37;35.2;1.38;16.58;87.92;42;1;5
Modular-Cable6/1/1-downstream18;RFGW10-Channel_5/6.3-Gi5/11;37;35.72;1.38;16.59;88.29;42;2;10
Modular-Cable6/1/2-downstream7;RFGW10-Channel_5/3.16-Gi5/12;37;29.66;0.68;11.88;70.22;1;0;0
Modular-Cable6/1/2-downstream6;RFGW10-Channel_5/3.15-Gi5/12;37;29.49;0.68;11.74;69.54;0;0;0
Modular-Cable6/1/2-downstream2;RFGW10-Channel_5/5.13-Gi5/12_QAM_REPLICATION;37;29.49;0.67;11.73;69.53;0;0;0
Modular-Cable6/1/2-downstream4;RFGW10-Channel_5/3.13-Gi5/12;37;29.5;0.68;11.73;69.47;0;0;0
Modular-Cable6/1/2-downstream5;RFGW10-Channel_5/3.14-Gi5/12;37;29.53;0.68;11.74;69.74;0;0;0
Modular-Cable6/1/1-downstream20;RFGW10-Channel_5/6.5-Gi5/11;37;35.77;1.38;16.56;88.31;41;2;10
Modular-Cable6/1/1-downstream21;RFGW10-Channel_5/6.6-Gi5/11;37;35.76;1.37;16.54;88.02;42;2;10
Modular-Cable6/1/1-downstream17;RFGW10-Channel_5/6.2-Gi5/11;37;35.75;1.4;16.63;87.98;43;2;10
Modular-Cable6/1/1-downstream16;RFGW10-Channel_5/6.1-Gi5/11;37;35.53;1.39;16.64;88.11;41;1;5
Modular-Cable6/1/1-downstream22;RFGW10-Channel_5/6.7-Gi5/11;37;35.81;1.38;16.53;87.94;42;2;10
Modular-Cable6/1/2-downstream1;RFGW10-Channel_5/4.11-Gi5/12;37;29.49;0.68;11.97;70.5;0;0;0
Modular-Cable6/1/2-downstream0;RFGW10-Channel_5/3.9-Gi5/12;37;29.63;0.72;11.81;69.51;1;0;0
Modular-Cable6/1/1-downstream23;RFGW10-Channel_5/6.8-Gi5/11;37;35.61;1.38;16.51;88.63;40;2;10
Modular-Cable6/1/2-downstream3;RFGW10-Channel_5/3.12-Gi5/12;37;29.75;0.68;12.03;70.87;2;0;0


Node_LID-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/6-downstream4;;37;33.83;1.27;13.7;75.91;7;0;0
Integrated-Cable1/0/6-downstream5;;37;33.9;1.15;13.55;75.85;7;0;0
Integrated-Cable1/0/6-downstream6;;37;33.85;1.11;13.54;75.87;7;0;0
Integrated-Cable1/0/6-downstream7;;37;33.88;1.17;13.72;76.11;7;0;0
Integrated-Cable1/0/6-downstream0;;37;33.88;1.22;13.8;76.2;7;0;0
Integrated-Cable1/0/6-downstream1;;37;33.99;1.11;13.71;76.05;7;0;0
Integrated-Cable1/0/6-downstream2;;37;33.8;1.12;13.64;75.94;7;0;0
Integrated-Cable1/0/6-downstream3;;37;33.91;1.17;13.78;76.11;7;0;0
Integrated-Cable1/0/6-downstream8;;37;32.43;0.7;11.0;69.93;3;0;0
Integrated-Cable1/0/6-downstream9;;37;32.41;0.64;10.68;69.48;2;0;0
Integrated-Cable1/0/6-downstream14;;37;32.38;0.63;10.58;69.41;3;0;0
Integrated-Cable1/0/6-downstream15;;37;32.23;0.7;10.77;69.55;3;0;0
Integrated-Cable1/0/6-downstream12;;37;32.27;0.68;10.72;69.53;2;0;0
Integrated-Cable1/0/6-downstream13;;37;32.29;0.63;10.71;69.4;2;0;0
Integrated-Cable1/0/6-downstream10;;37;32.2;0.64;10.87;69.34;2;0;0
Integrated-Cable1/0/6-downstream11;;37;32.43;0.7;10.8;69.77;2;0;0


Node_LID-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/7-downstream19;;37;29.34;0.43;12.46;70.97;0;0;0
Integrated-Cable1/0/7-downstream18;;37;29.23;0.41;12.3;70.85;0;0;0
Integrated-Cable1/0/7-downstream15;;37;33.58;0.99;13.3;72.66;2;0;0
Integrated-Cable1/0/7-downstream14;;37;33.44;0.89;13.05;71.59;2;0;0
Integrated-Cable1/0/7-downstream17;;37;29.31;0.41;12.32;70.84;0;0;0
Integrated-Cable1/0/7-downstream16;;37;29.27;0.43;12.44;70.95;0;0;0
Integrated-Cable1/0/7-downstream11;;37;33.53;0.99;13.38;72.86;2;0;0
Integrated-Cable1/0/7-downstream10;;37;33.58;0.91;13.17;72.68;2;0;0
Integrated-Cable1/0/7-downstream13;;37;33.42;1.07;13.13;72.55;2;0;0
Integrated-Cable1/0/7-downstream12;;37;33.52;0.98;13.27;72.47;2;0;0
Integrated-Cable1/0/7-downstream5;;37;31.51;0.61;12.47;73.07;4;0;0
Integrated-Cable1/0/7-downstream4;;37;31.5;0.64;12.69;73.3;3;0;0
Integrated-Cable1/0/7-downstream7;;37;31.39;0.66;12.7;73.28;4;0;0
Integrated-Cable1/0/7-downstream6;;37;31.62;0.61;12.53;72.76;5;0;0
Integrated-Cable1/0/7-downstream1;;37;32.03;0.63;13.5;78.48;7;0;0
Integrated-Cable1/0/7-downstream0;;37;31.54;0.66;12.71;73.08;3;0;0
Integrated-Cable1/0/7-downstream3;;37;31.6;0.66;12.66;73.25;4;0;0
Integrated-Cable1/0/7-downstream2;;37;31.73;0.62;12.82;79.14;9;0;0
Integrated-Cable1/0/7-downstream9;;37;33.43;0.92;13.24;72.38;2;0;0
Integrated-Cable1/0/7-downstream8;;37;33.58;1.0;13.38;72.6;2;0;0
Integrated-Cable1/0/7-downstream20;;37;29.28;0.42;12.39;70.89;0;0;0
Integrated-Cable1/0/7-downstream21;;37;29.24;0.41;12.28;70.72;0;0;0
Integrated-Cable1/0/7-downstream22;;37;28.87;0.4;12.38;70.65;0;0;0
Integrated-Cable1/0/7-downstream23;;37;29.07;0.42;12.48;71.49;0;0;0


Node_MAR-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/0-downstream14;;37;27.81;0.11;8.52;57.02;0;0;0
Integrated-Cable1/0/0-downstream15;;37;27.8;0.12;8.71;57.65;0;0;0
Integrated-Cable1/0/0-downstream16;;37;24.49;0.46;10.35;56.72;0;0;0
Integrated-Cable1/0/0-downstream17;;37;24.41;0.43;10.19;56.37;0;0;0
Integrated-Cable1/0/0-downstream10;;37;27.69;0.11;8.69;58.66;0;0;0
Integrated-Cable1/0/0-downstream11;;37;27.8;0.12;8.72;57.27;0;0;0
Integrated-Cable1/0/0-downstream12;;37;27.84;0.12;8.76;57.54;0;0;0
Integrated-Cable1/0/0-downstream13;;37;27.69;0.1;8.61;56.85;0;0;0
Integrated-Cable1/0/0-downstream18;;37;24.42;0.42;10.18;56.26;0;0;0
Integrated-Cable1/0/0-downstream19;;37;24.48;0.46;10.33;56.89;0;0;0
Integrated-Cable1/0/0-downstream2;;37;33.37;0.1;11.05;71.34;4;0;0
Integrated-Cable1/0/0-downstream3;;37;33.37;0.11;11.25;71.51;4;0;0
Integrated-Cable1/0/0-downstream0;;37;33.25;0.26;11.34;71.86;4;0;0
Integrated-Cable1/0/0-downstream1;;37;33.36;0.1;11.24;71.54;4;0;0
Integrated-Cable1/0/0-downstream6;;37;33.25;0.1;11.13;71.45;4;0;0
Integrated-Cable1/0/0-downstream7;;37;33.27;0.11;11.24;71.56;4;0;0
Integrated-Cable1/0/0-downstream4;;37;33.2;0.11;11.77;71.87;4;0;0
Integrated-Cable1/0/0-downstream5;;37;33.16;0.1;11.1;71.44;4;0;0
Integrated-Cable1/0/0-downstream8;;37;27.8;0.12;8.74;57.48;0;0;0
Integrated-Cable1/0/0-downstream9;;37;27.7;0.2;8.94;57.72;0;0;0
Integrated-Cable1/0/0-downstream21;;37;24.34;0.41;10.12;56.3;0;0;0
Integrated-Cable1/0/0-downstream20;;37;24.6;0.46;10.38;57.27;0;0;0
Integrated-Cable1/0/0-downstream23;;37;24.45;0.46;10.38;56.77;0;0;0
Integrated-Cable1/0/0-downstream22;;37;24.39;0.42;10.14;56.43;0;0;0


Node_MAR-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/1-downstream22;;37;35.0;1.09;16.87;93.16;87;0;0
Integrated-Cable1/0/1-downstream23;;37;35.12;1.16;17.03;93.1;88;0;0
Integrated-Cable1/0/1-downstream20;;37;35.18;1.19;17.07;93.23;86;1;5
Integrated-Cable1/0/1-downstream21;;37;35.09;1.07;16.82;93.2;86;0;0
Integrated-Cable1/0/1-downstream3;;37;33.87;0.82;14.88;84.38;24;0;0
Integrated-Cable1/0/1-downstream2;;37;33.9;0.79;14.93;84.41;24;0;0
Integrated-Cable1/0/1-downstream1;;37;33.84;0.8;14.85;84.34;26;0;0
Integrated-Cable1/0/1-downstream0;;37;33.76;0.83;14.86;84.56;24;0;0
Integrated-Cable1/0/1-downstream7;;37;33.76;0.82;14.88;84.55;24;0;0
Integrated-Cable1/0/1-downstream6;;37;33.83;0.8;14.71;84.42;24;0;0
Integrated-Cable1/0/1-downstream5;;37;33.8;0.79;14.69;84.4;24;0;0
Integrated-Cable1/0/1-downstream4;;37;33.75;0.83;14.85;84.31;24;0;0
Integrated-Cable1/0/1-downstream9;;37;30.96;0.52;13.34;75.61;3;0;0
Integrated-Cable1/0/1-downstream8;;37;31.03;0.54;13.51;76.06;2;0;0
Integrated-Cable1/0/1-downstream19;;37;35.04;1.17;17.03;93.24;86;0;0
Integrated-Cable1/0/1-downstream18;;37;35.18;1.07;16.84;93.2;87;1;5
Integrated-Cable1/0/1-downstream13;;37;30.91;0.52;13.26;75.56;2;0;0
Integrated-Cable1/0/1-downstream12;;37;31.1;0.55;13.52;75.83;2;0;0
Integrated-Cable1/0/1-downstream11;;37;31.06;0.54;13.43;75.76;2;0;0
Integrated-Cable1/0/1-downstream10;;37;30.9;0.52;13.26;75.67;2;0;0
Integrated-Cable1/0/1-downstream17;;37;35.18;1.11;16.91;93.21;88;1;5
Integrated-Cable1/0/1-downstream16;;37;35.03;1.17;17.05;93.24;88;0;0
Integrated-Cable1/0/1-downstream15;;37;30.97;0.54;13.45;75.94;2;0;0
Integrated-Cable1/0/1-downstream14;;37;31.2;0.53;13.57;76.07;4;0;0


Node_MOR-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/0/0-downstream20;RFGW10-Channel_6/3.5-Gi6/10;37;30.45;0.79;10.2;64.57;1;0;0
Modular-Cable6/0/0-downstream21;RFGW10-Channel_6/3.6-Gi6/10;37;29.87;0.78;10.18;63.53;1;0;0
Modular-Cable6/0/0-downstream17;RFGW10-Channel_6/3.2-Gi6/10;37;30.07;0.79;10.69;66.16;1;0;0
Modular-Cable6/0/0-downstream16;RFGW10-Channel_6/3.1-Gi6/10;37;30.49;0.79;10.27;64.75;1;0;0
Modular-Cable6/0/0-downstream19;RFGW10-Channel_6/3.4-Gi6/10;37;29.87;0.79;10.25;63.58;1;0;0
Modular-Cable6/0/0-downstream18;RFGW10-Channel_6/3.3-Gi6/10;37;30.44;0.79;10.23;63.6;1;0;0
Modular-Cable6/0/0-downstream22;RFGW10-Channel_6/3.7-Gi6/10;37;30.46;0.79;10.17;63.52;1;0;0
Modular-Cable6/0/2-downstream15;RFGW10-Channel_6/3.16-Gi6/12_QAM_REPLICATION;37;34.88;1.07;15.34;86.55;24;0;0
Modular-Cable6/0/2-downstream14;RFGW10-Channel_6/3.15-Gi6/12_QAM_REPLICATION;37;34.87;1.09;15.31;86.7;23;0;0
Modular-Cable6/0/2-downstream13;RFGW10-Channel_6/3.14-Gi6/12_QAM_REPLICATION;37;34.95;1.12;15.48;86.68;23;0;0
Modular-Cable6/0/2-downstream12;RFGW10-Channel_6/3.13-Gi6/12_QAM_REPLICATION;37;34.86;1.11;15.55;86.75;24;0;0
Modular-Cable6/0/2-downstream11;RFGW10-Channel_6/3.12-Gi6/12_QAM_REPLICATION;37;34.97;1.06;15.25;86.78;22;0;0
Modular-Cable6/0/2-downstream10;RFGW10-Channel_6/3.11-Gi6/12_QAM_REPLICATION;37;34.93;1.09;15.34;87.31;22;0;0
Modular-Cable6/0/2-downstream8;RFGW10-Channel_6/3.9-Gi6/12_QAM_REPLICATION;37;34.98;1.13;15.5;87.12;24;0;0
Modular-Cable6/0/2-downstream9;RFGW10-Channel_6/3.10-Gi6/12_QAM_REPLICATION;37;35.03;1.1;15.46;87.06;24;0;0
Modular-Cable6/0/0-downstream23;RFGW10-Channel_6/3.8-Gi6/10;37;30.4;0.78;10.29;63.53;1;0;0


Node_MOR-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/0/1-downstream4;RFGW10-Channel_6/4.5-Gi6/11;37;23.88;0.14;6.74;56.34;0;0;0
Modular-Cable6/0/1-downstream5;RFGW10-Channel_6/4.6-Gi6/11;37;23.87;0.14;6.72;56.38;0;0;0
Modular-Cable6/0/1-downstream6;RFGW10-Channel_6/4.7-Gi6/11;37;23.79;0.14;6.72;56.3;0;0;0
Modular-Cable6/0/1-downstream7;RFGW10-Channel_6/4.8-Gi6/11;37;24.01;0.14;6.65;56.28;0;0;0
Modular-Cable6/0/1-downstream0;RFGW10-Channel_6/4.1-Gi6/11;37;23.88;0.14;6.73;56.58;0;0;0
Modular-Cable6/0/1-downstream1;RFGW10-Channel_6/5.3-Gi6/11;37;23.87;0.14;6.81;56.7;0;0;0
Modular-Cable6/0/1-downstream2;RFGW10-Channel_6/2.13-Gi6/11;37;23.9;0.14;6.8;56.24;0;0;0
Modular-Cable6/0/1-downstream3;RFGW10-Channel_6/4.4-Gi6/11;37;23.74;0.14;6.74;56.46;0;0;0
Modular-Cable6/0/2-downstream7;RFGW10-Channel_6/1.16-Gi6/12;37;24.09;0.14;7.37;57.89;0;0;0
Modular-Cable6/0/2-downstream6;RFGW10-Channel_6/1.15-Gi6/12;37;23.92;0.14;7.34;57.61;0;0;0
Modular-Cable6/0/2-downstream5;RFGW10-Channel_6/1.14-Gi6/12;37;24.05;0.15;7.44;57.95;0;0;0
Modular-Cable6/0/2-downstream4;RFGW10-Channel_6/1.13-Gi6/12;37;24.16;0.15;7.66;58.83;0;0;0
Modular-Cable6/0/2-downstream3;RFGW10-Channel_6/1.12-Gi6/12;37;23.96;0.14;7.33;57.71;0;0;0
Modular-Cable6/0/2-downstream2;RFGW10-Channel_6/5.13-Gi6/12_QAM_REPLICATION;37;24.07;0.15;7.38;57.8;0;0;0
Modular-Cable6/0/2-downstream1;RFGW10-Channel_6/3.11-Gi6/12_QAM_REPLICATION;37;25.74;0.16;7.74;62.87;0;0;0
Modular-Cable6/0/2-downstream0;RFGW10-Channel_6/1.9-Gi6/12;37;24.12;0.15;7.48;58.14;0;0;0


Node_MOR-03

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/0/1-downstream8;RFGW10-Channel_6/5.1-Gi6/11;37;26.28;0.27;7.72;53.52;0;0;0
Modular-Cable6/0/1-downstream9;RFGW10-Channel_6/5.2-Gi6/11;37;25.83;0.27;7.67;52.91;0;0;0
Modular-Cable6/0/2-downstream7;RFGW10-Channel_6/1.16-Gi6/12;37;24.09;0.14;7.37;57.89;0;0;0
Modular-Cable6/0/2-downstream6;RFGW10-Channel_6/1.15-Gi6/12;37;23.92;0.14;7.34;57.61;0;0;0
Modular-Cable6/0/2-downstream5;RFGW10-Channel_6/1.14-Gi6/12;37;24.05;0.15;7.44;57.95;0;0;0
Modular-Cable6/0/2-downstream4;RFGW10-Channel_6/1.13-Gi6/12;37;24.16;0.15;7.66;58.83;0;0;0
Modular-Cable6/0/2-downstream3;RFGW10-Channel_6/1.12-Gi6/12;37;23.96;0.14;7.33;57.71;0;0;0
Modular-Cable6/0/2-downstream2;RFGW10-Channel_6/5.13-Gi6/12_QAM_REPLICATION;37;24.07;0.15;7.38;57.8;0;0;0
Modular-Cable6/0/2-downstream1;RFGW10-Channel_6/3.11-Gi6/12_QAM_REPLICATION;37;25.74;0.16;7.74;62.87;0;0;0
Modular-Cable6/0/2-downstream0;RFGW10-Channel_6/1.9-Gi6/12;37;24.12;0.15;7.48;58.14;0;0;0
Modular-Cable6/0/1-downstream14;RFGW10-Channel_6/5.7-Gi6/11;37;26.07;0.27;7.6;52.8;0;0;0
Modular-Cable6/0/1-downstream15;RFGW10-Channel_6/5.8-Gi6/11;37;26.05;0.26;7.59;52.67;0;0;0
Modular-Cable6/0/1-downstream12;RFGW10-Channel_6/5.5-Gi6/11;37;25.79;0.27;7.69;52.89;0;0;0
Modular-Cable6/0/1-downstream13;RFGW10-Channel_6/5.6-Gi6/11;37;26.24;0.27;7.62;52.77;0;0;0
Modular-Cable6/0/1-downstream10;RFGW10-Channel_6/5.3-Gi6/11;37;25.84;0.31;7.93;54.35;0;0;0
Modular-Cable6/0/1-downstream11;RFGW10-Channel_6/5.4-Gi6/11;37;26.12;0.27;7.81;53.25;0;0;0


Node_MOR-04

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/0/1-downstream23;RFGW10-Channel_6/2.16-Gi6/11;37;26.2;0.01;3.89;49.68;0;0;0
Modular-Cable6/0/1-downstream22;RFGW10-Channel_6/2.15-Gi6/11;37;26.13;0.01;3.73;50.53;0;0;0
Modular-Cable6/0/1-downstream21;RFGW10-Channel_6/2.14-Gi6/11;37;25.79;0.01;3.76;49.7;0;0;0
Modular-Cable6/0/1-downstream20;RFGW10-Channel_6/2.13-Gi6/11;37;25.82;0.03;6.73;62.38;0;0;0
Modular-Cable6/0/2-downstream10;RFGW10-Channel_6/3.11-Gi6/12_QAM_REPLICATION;37;34.93;1.09;15.34;87.31;22;0;0
Modular-Cable6/0/2-downstream11;RFGW10-Channel_6/3.12-Gi6/12_QAM_REPLICATION;37;34.97;1.06;15.25;86.78;22;0;0
Modular-Cable6/0/2-downstream15;RFGW10-Channel_6/3.16-Gi6/12_QAM_REPLICATION;37;34.88;1.07;15.34;86.55;24;0;0
Modular-Cable6/0/2-downstream14;RFGW10-Channel_6/3.15-Gi6/12_QAM_REPLICATION;37;34.87;1.09;15.31;86.7;23;0;0
Modular-Cable6/0/2-downstream13;RFGW10-Channel_6/3.14-Gi6/12_QAM_REPLICATION;37;34.95;1.12;15.48;86.68;23;0;0
Modular-Cable6/0/2-downstream12;RFGW10-Channel_6/3.13-Gi6/12_QAM_REPLICATION;37;34.86;1.11;15.55;86.75;24;0;0
Modular-Cable6/0/1-downstream18;RFGW10-Channel_6/2.11-Gi6/11;37;25.84;0.03;6.76;63.53;0;0;0
Modular-Cable6/0/1-downstream19;RFGW10-Channel_6/2.12-Gi6/11;37;26.17;0.03;6.78;62.42;0;0;0
Modular-Cable6/0/1-downstream16;RFGW10-Channel_6/2.9-Gi6/11;37;25.88;0.01;3.81;50.84;0;0;0
Modular-Cable6/0/1-downstream17;RFGW10-Channel_6/2.10-Gi6/11;37;26.21;0.03;6.77;63.85;0;0;0
Modular-Cable6/0/2-downstream9;RFGW10-Channel_6/3.10-Gi6/12_QAM_REPLICATION;37;35.03;1.1;15.46;87.06;24;0;0
Modular-Cable6/0/2-downstream8;RFGW10-Channel_6/3.9-Gi6/12_QAM_REPLICATION;37;34.98;1.13;15.5;87.12;24;0;0


Node_OSV-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/2-downstream12;;37;32.22;0.21;9.53;64.97;2;0;0
Integrated-Cable1/0/2-downstream13;;37;32.22;0.19;9.22;64.45;2;0;0
Integrated-Cable1/0/2-downstream10;;37;32.18;0.26;9.37;64.43;2;0;0
Integrated-Cable1/0/2-downstream11;;37;32.22;0.21;9.49;64.84;2;0;0
Integrated-Cable1/0/2-downstream16;;37;25.26;0.44;8.27;50.05;0;0;0
Integrated-Cable1/0/2-downstream17;;37;24.86;0.42;8.21;49.83;0;0;0
Integrated-Cable1/0/2-downstream14;;37;32.15;0.2;9.28;64.58;2;0;0
Integrated-Cable1/0/2-downstream15;;37;32.17;0.21;9.48;65.7;2;0;0
Integrated-Cable1/0/2-downstream18;;37;24.81;0.41;8.1;49.93;0;0;0
Integrated-Cable1/0/2-downstream19;;37;24.9;0.43;8.23;50.84;0;0;0
Integrated-Cable1/0/2-downstream0;;37;24.47;0.3;8.33;50.22;0;0;0
Integrated-Cable1/0/2-downstream1;;37;24.45;0.28;8.16;48.74;0;0;0
Integrated-Cable1/0/2-downstream2;;37;24.48;0.28;8.13;49.05;0;0;0
Integrated-Cable1/0/2-downstream3;;37;24.45;0.3;8.12;48.98;0;0;0
Integrated-Cable1/0/2-downstream4;;37;24.48;0.31;8.12;48.74;0;0;0
Integrated-Cable1/0/2-downstream5;;37;24.38;0.28;7.97;48.29;0;0;0
Integrated-Cable1/0/2-downstream6;;37;24.35;0.29;8.04;49.2;0;0;0
