
Node_APA-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable7/1/0-downstream10;RFGW10-Channel_7/1.11;37;19.23;1.5;7.21;38.21;0;0;0
Modular-Cable7/1/0-downstream13;RFGW10-Channel_7/1.14;37;19.25;1.48;6.95;34.78;0;0;0
Modular-Cable7/1/0-downstream12;RFGW10-Channel_7/1.13;37;19.21;1.48;7.01;35.1;0;0;0
Modular-Cable7/1/0-downstream15;RFGW10-Channel_7/1.16;37;19.16;1.49;7.02;37.94;0;0;0
Modular-Cable7/1/0-downstream14;RFGW10-Channel_7/1.15;37;22.92;1.49;7.39;54.16;0;0;0
Modular-Cable7/1/0-downstream9;RFGW10-Channel_7/1.10;37;19.26;1.51;7.01;34.61;0;0;0
Modular-Cable7/1/0-downstream8;RFGW10-Channel_7/1.9;37;19.17;1.5;7.02;34.77;0;0;0
Modular-Cable7/1/1-downstream4;RFGW10-Channel_7/6.13-Gi7/11;37;26.32;0.16;8.22;50.89;0;0;0
Modular-Cable7/1/1-downstream5;RFGW10-Channel_7/6.14-Gi7/11;37;26.32;0.17;8.23;50.97;0;0;0
Modular-Cable7/1/1-downstream6;RFGW10-Channel_7/6.15-Gi7/11;37;26.33;0.17;8.23;51.07;0;0;0
Modular-Cable7/1/1-downstream7;RFGW10-Channel_7/6.16-Gi7/11;37;25.96;0.17;8.23;51.43;0;0;0
Modular-Cable7/1/1-downstream0;RFGW10-Channel_7/6.9-Gi7/11;37;26.32;0.17;8.53;50.97;0;0;0
Modular-Cable7/1/1-downstream1;RFGW10-Channel_7/5.3-Gi7/11;37;25.93;0.17;8.28;50.88;0;0;0
Modular-Cable7/1/1-downstream2;RFGW10-Channel_7/6.5-Gi7/11;37;25.85;0.17;8.23;50.91;0;0;0
Modular-Cable7/1/1-downstream3;RFGW10-Channel_7/6.12-Gi7/11;37;26.31;0.16;8.22;51.39;0;0;0


Node_CEN-06/CEN-10

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable7/1/1-downstream14;RFGW10-Channel_7/5.7-Gi7/11;37;22.56;0.08;7.67;52.46;0;0;0
Modular-Cable7/1/1-downstream15;RFGW10-Channel_7/5.8-Gi7/11;37;22.52;0.08;7.66;51.92;0;0;0
Modular-Cable7/1/1-downstream12;RFGW10-Channel_7/5.5-Gi7/11;37;22.56;0.08;7.71;52.05;0;0;0
Modular-Cable7/1/1-downstream13;RFGW10-Channel_7/5.6-Gi7/11;37;22.9;0.08;7.79;54.46;0;0;0
Modular-Cable7/1/1-downstream10;RFGW10-Channel_7/5.3-Gi7/11;37;23.02;0.08;7.9;52.72;0;0;0
Modular-Cable7/1/1-downstream11;RFGW10-Channel_7/5.4-Gi7/11;37;22.88;0.08;7.7;51.63;0;0;0
Modular-Cable7/1/2-downstream8;RFGW10-Channel_7/2.9;37;23.61;0.05;5.7;48.61;0;0;0
Modular-Cable7/1/2-downstream9;RFGW10-Channel_7/2.10;37;23.61;0.05;5.7;48.61;0;0;0
Modular-Cable7/1/1-downstream8;RFGW10-Channel_7/5.1-Gi7/11;37;22.97;0.08;7.76;51.79;0;0;0
Modular-Cable7/1/1-downstream9;RFGW10-Channel_7/5.2-Gi7/11;37;22.64;0.08;7.73;52.22;0;0;0
Modular-Cable7/1/2-downstream15;RFGW10-Channel_7/2.16;37;23.66;0.05;5.82;49.27;0;0;0
Modular-Cable7/1/2-downstream14;RFGW10-Channel_7/2.15;37;23.48;0.05;5.82;52.52;0;0;0
Modular-Cable7/1/2-downstream13;RFGW10-Channel_7/2.14;37;23.56;0.05;5.71;49.26;0;0;0
Modular-Cable7/1/2-downstream12;RFGW10-Channel_7/2.13;37;23.64;0.05;5.7;48.61;0;0;0
Modular-Cable7/1/2-downstream11;RFGW10-Channel_7/2.12;37;23.63;0.05;6.11;50.94;0;0;0
Modular-Cable7/1/2-downstream10;RFGW10-Channel_7/2.11;37;23.61;0.05;5.79;50.83;0;0;0


Node_CEN-11

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable7/1/1-downstream16;RFGW10-Channel_7/6.1-Gi7/11;37;30.65;0.84;10.42;55.9;1;0;0
Modular-Cable7/1/1-downstream17;RFGW10-Channel_7/6.2-Gi7/11;37;31.15;0.84;10.44;55.68;1;0;0
Modular-Cable7/1/2-downstream20;RFGW10-Channel_7/2.21;37;26.07;0.5;9.53;56.53;0;0;0
Modular-Cable7/1/2-downstream21;RFGW10-Channel_7/2.22;37;26.18;0.5;9.71;56.79;0;0;0
Modular-Cable7/1/1-downstream23;RFGW10-Channel_7/6.8-Gi7/11;37;31.11;0.83;10.32;55.6;1;0;0
Modular-Cable7/1/1-downstream22;RFGW10-Channel_7/6.7-Gi7/11;37;31.12;0.83;10.34;55.9;1;0;0
Modular-Cable7/1/1-downstream21;RFGW10-Channel_7/6.6-Gi7/11;37;31.06;0.83;10.35;55.76;1;0;0
Modular-Cable7/1/1-downstream20;RFGW10-Channel_7/6.5-Gi7/11;37;31.13;0.83;10.37;55.79;1;0;0
Modular-Cable7/1/2-downstream22;RFGW10-Channel_7/2.23;37;26.13;0.5;9.54;56.52;0;0;0
Modular-Cable7/1/1-downstream18;RFGW10-Channel_7/6.3-Gi7/11;37;31.07;0.84;10.4;56.27;1;0;0
Modular-Cable7/1/2-downstream19;RFGW10-Channel_7/2.20;37;26.24;0.49;9.53;56.86;0;0;0
Modular-Cable7/1/2-downstream18;RFGW10-Channel_7/2.19;37;26.13;0.49;9.55;56.89;0;0;0
Modular-Cable7/1/2-downstream17;RFGW10-Channel_7/2.18;37;26.17;0.5;9.54;57.01;0;0;0
Modular-Cable7/1/2-downstream16;RFGW10-Channel_7/2.17;37;26.07;0.49;9.54;57.16;0;0;0
Modular-Cable7/1/1-downstream19;RFGW10-Channel_7/6.4-Gi7/11;37;31.13;0.83;10.37;55.71;1;0;0
Modular-Cable7/1/2-downstream23;RFGW10-Channel_7/2.24;37;26.21;0.49;9.59;57.19;0;0;0


Node_CEN-12

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/0/2-downstream18;RFGW10-Channel_6/5.11-Gi6/12_QAM_REPLICATION;37;32.2;0.5;11.03;73.11;2;0;0
Modular-Cable6/0/2-downstream22;RFGW10-Channel_6/5.15-Gi6/12_QAM_REPLICATION;37;32.1;0.5;10.99;72.29;2;0;0
Modular-Cable6/0/1-downstream8;RFGW10-Channel_6/5.1-Gi6/11;37;30.26;0.46;11.78;75.35;4;0;0
Modular-Cable6/0/1-downstream9;RFGW10-Channel_6/5.2-Gi6/11;37;30.08;0.39;10.87;72.71;1;0;0
Modular-Cable6/0/2-downstream20;RFGW10-Channel_6/5.13-Gi6/12_QAM_REPLICATION;37;32.2;0.51;10.98;72.4;2;0;0
Modular-Cable6/0/2-downstream21;RFGW10-Channel_6/5.14-Gi6/12_QAM_REPLICATION;37;31.72;0.5;10.98;72.33;2;0;0
Modular-Cable6/0/2-downstream17;RFGW10-Channel_6/5.10-Gi6/12_QAM_REPLICATION;37;31.89;0.5;10.97;72.32;2;0;0
Modular-Cable6/0/2-downstream16;RFGW10-Channel_6/5.9-Gi6/12_QAM_REPLICATION;37;31.78;0.49;11.01;71.99;2;0;0
Modular-Cable6/0/2-downstream19;RFGW10-Channel_6/5.12-Gi6/12_QAM_REPLICATION;37;32.09;0.51;11.13;73.08;2;0;0
Modular-Cable6/0/2-downstream23;RFGW10-Channel_6/5.16-Gi6/12_QAM_REPLICATION;37;32.22;0.5;11.0;72.02;2;0;0
Modular-Cable6/0/1-downstream14;RFGW10-Channel_6/5.7-Gi6/11;37;30.06;0.32;10.85;73.79;1;0;0
Modular-Cable6/0/1-downstream15;RFGW10-Channel_6/5.8-Gi6/11;37;30.34;0.32;10.71;72.25;1;0;0
Modular-Cable6/0/1-downstream12;RFGW10-Channel_6/5.5-Gi6/11;37;30.03;0.32;10.76;72.24;1;0;0
Modular-Cable6/0/1-downstream13;RFGW10-Channel_6/5.6-Gi6/11;37;30.41;0.33;10.8;72.28;1;0;0
Modular-Cable6/0/1-downstream10;RFGW10-Channel_6/5.3-Gi6/11;37;30.15;0.33;10.95;72.36;1;0;0
Modular-Cable6/0/1-downstream11;RFGW10-Channel_6/5.4-Gi6/11;37;30.04;0.35;11.21;72.66;1;0;0


Node_CJAR-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable7/0/1-downstream11;RFGW10-Channel_6/2.12;37;21.25;0.35;8.56;49.36;0;0;0
Modular-Cable7/0/1-downstream10;RFGW10-Channel_6/2.11;37;19.59;0.35;8.27;47.25;0;0;0
Modular-Cable7/0/1-downstream13;RFGW10-Channel_6/2.14;37;19.68;0.35;8.24;47.21;0;0;0
Modular-Cable7/0/1-downstream12;RFGW10-Channel_6/2.13;37;20.26;0.35;8.28;47.01;0;0;0
Modular-Cable7/0/1-downstream15;RFGW10-Channel_6/2.16;37;19.65;0.35;8.19;47.34;0;0;0
Modular-Cable7/0/1-downstream14;RFGW10-Channel_6/2.15;37;19.64;0.35;8.2;47.26;0;0;0
Modular-Cable7/0/1-downstream17;RFGW10-Channel_6/2.18;37;25.57;0.12;8.26;60.57;0;0;0
Modular-Cable7/0/1-downstream16;RFGW10-Channel_6/2.17;37;25.66;0.12;8.3;60.51;0;0;0
Modular-Cable7/0/1-downstream19;RFGW10-Channel_6/2.20;37;25.66;0.12;8.27;60.6;0;0;0
Modular-Cable7/0/1-downstream18;RFGW10-Channel_6/2.19;37;25.44;0.12;8.21;60.95;0;0;0
Modular-Cable7/0/1-downstream20;RFGW10-Channel_6/2.21;37;25.65;0.12;8.2;60.55;0;0;0
Modular-Cable7/0/1-downstream21;RFGW10-Channel_6/2.22;37;25.69;0.12;8.24;60.58;0;0;0
Modular-Cable7/0/1-downstream22;RFGW10-Channel_6/2.23;37;25.6;0.12;8.21;60.56;0;0;0
Modular-Cable7/0/1-downstream23;RFGW10-Channel_6/2.24;37;25.51;0.12;8.26;60.53;0;0;0
Modular-Cable7/0/1-downstream5;RFGW10-Channel_6/2.6;37;29.41;0.01;7.66;53.24;0;0;0
Modular-Cable7/0/1-downstream4;RFGW10-Channel_6/2.5;37;29.51;0.01;7.76;54.13;0;0;0
Modular-Cable7/0/1-downstream7;RFGW10-Channel_6/2.8;37;29.49;0.01;7.66;53.11;0;0;0
Modular-Cable7/0/1-downstream6;RFGW10-Channel_6/2.7;37;29.5;0.01;7.57;53.25;0;0;0
Modular-Cable7/0/1-downstream1;RFGW10-Channel_6/2.11;37;29.49;0.01;7.67;53.42;0;0;0
Modular-Cable7/0/1-downstream0;RFGW10-Channel_6/2.1;37;29.57;0.01;7.92;53.23;0;0;0
Modular-Cable7/0/1-downstream3;RFGW10-Channel_6/2.4;37;29.51;0.01;7.66;53.23;0;0;0
Modular-Cable7/0/1-downstream2;RFGW10-Channel_6/2.21;37;29.34;0.01;7.65;53.38;0;0;0
Modular-Cable7/0/1-downstream9;RFGW10-Channel_6/2.10;37;19.6;0.35;8.23;47.22;0;0;0
Modular-Cable7/0/1-downstream8;RFGW10-Channel_6/2.9;37;19.89;0.35;8.18;47.19;0;0;0


Node_CJAR-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/0-downstream14;RFGW10-Channel_5/2.7-Gi5/10;37;35.4;0.0;15.02;91.71;54;4;20
Modular-Cable6/1/0-downstream15;RFGW10-Channel_5/2.8-Gi5/10;37;35.46;0.0;15.07;91.51;56;3;15
Modular-Cable6/1/0-downstream12;RFGW10-Channel_5/2.5-Gi5/10;37;35.64;0.0;15.08;91.71;52;2;10
Modular-Cable6/1/0-downstream13;RFGW10-Channel_5/2.6-Gi5/10;37;35.35;0.0;15.11;91.22;53;3;15
Modular-Cable6/1/0-downstream10;RFGW10-Channel_5/2.3-Gi5/10;37;35.5;0.0;15.47;91.4;64;3;15
Modular-Cable6/1/0-downstream11;RFGW10-Channel_5/2.4-Gi5/10;37;35.47;0.0;15.22;91.1;58;2;10
Modular-Cable6/1/0-downstream8;RFGW10-Channel_5/2.1-Gi5/10;37;35.43;0.0;15.0;91.33;53;2;10
Modular-Cable6/1/0-downstream9;RFGW10-Channel_5/2.2-Gi5/10;37;35.43;0.0;15.07;91.71;51;2;10
Modular-Cable6/1/0-downstream4;RFGW10-Channel_5/2.13-Gi5/10;37;34.9;0.0;16.0;89.91;67;0;0
Modular-Cable6/1/0-downstream5;RFGW10-Channel_5/2.14-Gi5/10;37;34.89;0.0;15.89;89.64;67;0;0
Modular-Cable6/1/0-downstream6;RFGW10-Channel_5/2.15-Gi5/10;37;34.92;0.0;15.84;89.57;67;0;0
Modular-Cable6/1/0-downstream7;RFGW10-Channel_5/2.16-Gi5/10;37;34.92;0.0;16.01;89.75;69;0;0
Modular-Cable6/1/0-downstream0;RFGW10-Channel_5/2.9-Gi5/10;37;34.66;0.0;15.98;89.53;68;0;0
Modular-Cable6/1/0-downstream1;RFGW10-Channel_5/2.3-Gi5/10;37;34.83;0.0;15.92;89.79;68;0;0
Modular-Cable6/1/0-downstream2;RFGW10-Channel_5/3.5-Gi5/10;37;34.8;0.0;15.89;89.79;69;0;0
Modular-Cable6/1/0-downstream3;RFGW10-Channel_5/2.12-Gi5/10;37;34.83;0.0;15.86;89.94;67;0;0


Node_CJAR-03

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/0-downstream16;RFGW10-Channel_5/3.1-Gi5/10;37;35.02;1.34;14.65;84.65;21;0;0
Modular-Cable6/1/0-downstream17;RFGW10-Channel_5/3.2-Gi5/10;37;35.07;1.33;14.53;84.63;21;0;0
Modular-Cable6/1/2-downstream17;RFGW10-Channel_5/5.10-Gi5/12_QAM_REPLICATION;37;32.58;0.77;12.72;75.71;6;0;0
Modular-Cable6/1/0-downstream23;RFGW10-Channel_5/3.8-Gi5/10;37;35.03;1.28;14.48;83.74;21;0;0
Modular-Cable6/1/0-downstream22;RFGW10-Channel_5/3.7-Gi5/10;37;35.15;1.31;14.43;84.13;21;1;5
Modular-Cable6/1/0-downstream21;RFGW10-Channel_5/3.6-Gi5/10;37;35.05;1.32;14.46;83.96;21;0;0
Modular-Cable6/1/0-downstream20;RFGW10-Channel_5/3.5-Gi5/10;37;34.91;1.3;14.47;83.67;20;0;0
Modular-Cable6/1/2-downstream18;RFGW10-Channel_5/5.11-Gi5/12_QAM_REPLICATION;37;32.58;0.77;12.51;74.18;4;0;0
Modular-Cable6/1/0-downstream18;RFGW10-Channel_5/3.3-Gi5/10;37;35.04;1.31;14.5;83.78;21;0;0
Modular-Cable6/1/2-downstream21;RFGW10-Channel_5/5.14-Gi5/12_QAM_REPLICATION;37;32.24;0.77;12.6;74.37;4;0;0
Modular-Cable6/1/2-downstream20;RFGW10-Channel_5/5.13-Gi5/12_QAM_REPLICATION;37;32.22;0.77;12.5;74.3;6;0;0
Modular-Cable6/1/2-downstream16;RFGW10-Channel_5/5.9-Gi5/12_QAM_REPLICATION;37;32.68;0.77;12.52;74.55;4;0;0
Modular-Cable6/1/0-downstream19;RFGW10-Channel_5/3.4-Gi5/10;37;35.03;1.3;14.48;83.89;20;0;0
Modular-Cable6/1/2-downstream23;RFGW10-Channel_5/5.16-Gi5/12_QAM_REPLICATION;37;32.91;0.77;12.58;76.85;7;0;0
Modular-Cable6/1/2-downstream22;RFGW10-Channel_5/5.15-Gi5/12_QAM_REPLICATION;37;32.19;0.77;12.56;73.87;4;0;0
Modular-Cable6/1/2-downstream19;RFGW10-Channel_5/5.12-Gi5/12_QAM_REPLICATION;37;32.5;0.76;12.57;74.85;4;0;0


Node_FUN-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/0/0-downstream5;RFGW10-Channel_6/1.6-Gi6/10;37;32.35;0.74;13.45;73.27;1;0;0
Modular-Cable6/0/0-downstream4;RFGW10-Channel_6/1.5-Gi6/10;37;29.26;0.73;13.46;73.25;0;0;0
Modular-Cable6/0/0-downstream7;RFGW10-Channel_6/1.8-Gi6/10;37;32.45;0.73;13.41;73.64;1;0;0
Modular-Cable6/0/0-downstream6;RFGW10-Channel_6/1.7-Gi6/10;37;29.23;0.72;13.3;73.04;0;0;0
Modular-Cable6/0/0-downstream1;RFGW10-Channel_6/2.3-Gi6/10;37;29.52;0.74;13.59;73.42;0;0;0
Modular-Cable6/0/0-downstream0;RFGW10-Channel_6/1.1-Gi6/10;37;29.6;0.98;13.72;73.62;0;0;0
Modular-Cable6/0/0-downstream3;RFGW10-Channel_6/1.4-Gi6/10;37;29.56;0.74;13.38;72.88;0;0;0
Modular-Cable6/0/0-downstream2;RFGW10-Channel_6/3.5-Gi6/10;37;30.15;0.76;13.52;72.99;1;0;0
Modular-Cable6/0/2-downstream7;RFGW10-Channel_6/1.16-Gi6/12;37;30.45;0.6;13.35;72.98;2;0;0
Modular-Cable6/0/2-downstream6;RFGW10-Channel_6/1.15-Gi6/12;37;30.72;0.62;13.31;73.54;2;0;0
Modular-Cable6/0/2-downstream5;RFGW10-Channel_6/1.14-Gi6/12;37;30.45;0.61;13.31;73.65;2;0;0
Modular-Cable6/0/2-downstream4;RFGW10-Channel_6/1.13-Gi6/12;37;31.03;0.6;13.24;73.64;3;0;0
Modular-Cable6/0/2-downstream3;RFGW10-Channel_6/1.12-Gi6/12;37;30.45;0.6;13.24;73.54;2;0;0
Modular-Cable6/0/2-downstream2;RFGW10-Channel_6/5.13-Gi6/12_QAM_REPLICATION;37;30.22;0.6;13.32;73.66;2;0;0
Modular-Cable6/0/2-downstream1;RFGW10-Channel_6/3.11-Gi6/12_QAM_REPLICATION;37;30.47;0.62;13.51;73.47;2;0;0
Modular-Cable6/0/2-downstream0;RFGW10-Channel_6/1.9-Gi6/12;37;30.3;0.64;13.56;73.11;2;0;0


Node_FUN-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/5-downstream17;;37;29.52;0.59;13.06;72.32;0;0;0
Integrated-Cable1/0/5-downstream16;;37;29.13;0.64;13.29;72.52;0;0;0
Integrated-Cable1/0/5-downstream15;;37;34.04;1.33;13.19;73.5;5;0;0
Integrated-Cable1/0/5-downstream14;;37;34.22;1.21;12.98;73.21;5;0;0
Integrated-Cable1/0/5-downstream13;;37;34.13;1.23;12.97;73.08;4;0;0
Integrated-Cable1/0/5-downstream12;;37;34.14;1.33;13.15;73.3;4;0;0
Integrated-Cable1/0/5-downstream11;;37;34.14;1.34;13.28;73.64;4;0;0
Integrated-Cable1/0/5-downstream10;;37;34.01;1.24;13.04;73.26;4;0;0
Integrated-Cable1/0/5-downstream19;;37;29.21;0.64;13.29;72.42;0;0;0
Integrated-Cable1/0/5-downstream18;;37;29.08;0.58;13.02;72.27;0;0;0
Integrated-Cable1/0/5-downstream22;;37;29.05;0.57;12.89;71.86;0;0;0
Integrated-Cable1/0/5-downstream23;;37;28.74;0.64;13.21;72.52;0;0;0
Integrated-Cable1/0/5-downstream20;;37;29.49;0.63;13.16;72.47;0;0;0
Integrated-Cable1/0/5-downstream21;;37;29.08;0.58;12.95;72.12;0;0;0
Integrated-Cable1/0/5-downstream7;;37;30.8;0.8;12.64;70.0;2;0;0
Integrated-Cable1/0/5-downstream6;;37;31.08;0.78;12.5;69.69;2;0;0
Integrated-Cable1/0/5-downstream5;;37;30.77;0.78;12.51;69.66;2;0;0
Integrated-Cable1/0/5-downstream4;;37;31.12;0.8;12.62;70.3;2;0;0
Integrated-Cable1/0/5-downstream3;;37;31.65;0.79;12.7;70.01;2;0;0
Integrated-Cable1/0/5-downstream2;;37;31.65;0.78;12.55;69.88;2;0;0
Integrated-Cable1/0/5-downstream1;;37;31.16;0.79;12.6;69.67;2;0;0
Integrated-Cable1/0/5-downstream0;;37;30.91;0.81;12.87;70.71;2;0;0
Integrated-Cable1/0/5-downstream9;;37;34.19;1.25;13.12;73.43;4;0;0
Integrated-Cable1/0/5-downstream8;;37;34.12;1.35;13.27;73.45;4;0;0


Node_GAVP

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable8/1/0-downstream18;RFGW10-Channel_8/3.3-GbE_0;37;30.91;0.53;10.69;77.1;6;0;0
Modular-Cable8/1/0-downstream19;RFGW10-Channel_8/3.4-GbE_0;37;30.66;0.52;10.68;77.0;7;0;0
Modular-Cable8/1/2-downstream20;RFGW10-Channel_8/3.15-GbE_4;37;27.85;0.13;8.84;56.36;0;0;0
Modular-Cable8/1/0-downstream21;RFGW10-Channel_8/3.6-GbE_0;37;31.01;0.52;10.65;76.56;7;0;0
Modular-Cable8/1/0-downstream20;RFGW10-Channel_8/3.5-GbE_0;37;30.91;0.52;10.69;76.97;6;0;0
Modular-Cable8/1/0-downstream23;RFGW10-Channel_8/3.8-GbE_0;37;30.77;0.52;10.63;75.72;6;0;0
Modular-Cable8/1/0-downstream22;RFGW10-Channel_8/3.7-GbE_0;37;30.5;0.51;10.64;75.84;6;0;0
Modular-Cable8/1/2-downstream23;RFGW10-Channel_8/3.16-GbE_4;37;27.34;0.13;8.81;56.11;0;0;0
Modular-Cable8/1/2-downstream22;RFGW10-Channel_8/3.15-GbE_4;37;27.19;0.13;8.81;55.94;0;0;0
Modular-Cable8/1/2-downstream18;RFGW10-Channel_8/3.11-GbE_4;37;26.73;0.12;8.89;60.39;0;0;0
Modular-Cable8/1/2-downstream19;RFGW10-Channel_8/3.12-GbE_4;37;26.24;0.12;8.55;54.19;0;0;0
Modular-Cable8/1/0-downstream16;RFGW10-Channel_8/3.1-GbE_0;37;32.54;0.53;11.35;77.2;8;0;0
Modular-Cable8/1/0-downstream17;RFGW10-Channel_8/3.2-GbE_0;37;31.13;0.52;10.7;76.78;6;0;0
Modular-Cable8/1/2-downstream16;RFGW10-Channel_8/3.9-GbE_4;37;26.84;0.12;8.65;54.7;0;0;0
Modular-Cable8/1/2-downstream21;RFGW10-Channel_8/3.14-GbE_4;37;27.24;0.13;8.83;56.26;0;0;0
Modular-Cable8/1/2-downstream17;RFGW10-Channel_8/3.10-GbE_4;37;26.82;0.12;8.69;54.62;0;0;0


Node_GVS/GAVH-1-2

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable8/1/1-downstream9;RFGW10-Channel_8/1.10-GbE_2-QAM-REPLICATION;37;32.95;0.2;8.95;65.67;3;0;0
Modular-Cable8/1/1-downstream8;RFGW10-Channel_8/1.9-GbE_2-QAM-REPLICATION;37;32.66;0.2;8.94;65.77;3;0;0
Modular-Cable8/1/0-downstream2;RFGW10-Channel_8/3.5-GbE_0;37;31.74;0.75;12.22;71.88;4;0;0
Modular-Cable8/1/0-downstream3;RFGW10-Channel_8/1.4-GbE_0;37;31.72;0.74;12.58;72.69;4;0;0
Modular-Cable8/1/0-downstream0;RFGW10-Channel_8/1.1-GbE_0;37;31.7;0.75;12.34;71.99;4;0;0
Modular-Cable8/1/0-downstream1;RFGW10-Channel_8/2.3-GbE_0;37;31.91;0.75;12.42;72.75;4;0;0
Modular-Cable8/1/0-downstream6;RFGW10-Channel_8/1.7-GbE_0;37;31.74;0.73;12.18;72.52;5;0;0
Modular-Cable8/1/0-downstream7;RFGW10-Channel_8/1.8-GbE_0;37;31.7;0.73;12.19;72.52;5;0;0
Modular-Cable8/1/0-downstream4;RFGW10-Channel_8/1.5-GbE_0;37;31.6;0.74;12.2;71.87;5;0;0
Modular-Cable8/1/0-downstream5;RFGW10-Channel_8/1.6-GbE_0;37;31.71;0.74;12.18;71.85;5;0;0
Modular-Cable8/1/1-downstream13;RFGW10-Channel_8/1.14-GbE_2-QAM-REPLICATION;37;33.1;0.2;8.94;66.1;3;0;0
Modular-Cable8/1/1-downstream12;RFGW10-Channel_8/1.13-GbE_2-QAM-REPLICATION;37;32.55;0.2;8.95;65.72;3;0;0
Modular-Cable8/1/1-downstream11;RFGW10-Channel_8/1.12-GbE_2-QAM-REPLICATION;37;32.92;0.2;9.2;65.99;3;0;0
Modular-Cable8/1/1-downstream10;RFGW10-Channel_8/1.11-GbE_2-QAM-REPLICATION;37;33.08;0.2;9.07;64.98;3;0;0
Modular-Cable8/1/1-downstream15;RFGW10-Channel_8/1.17-GbE_2-QAM-REPLICATION;37;32.94;0.2;9.12;66.25;2;0;0
Modular-Cable8/1/1-downstream14;RFGW10-Channel_8/1.16-GbE_2-QAM-REPLICATION;37;32.57;0.2;8.94;65.86;3;0;0


Node_KAR-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/2-downstream13;RFGW10-Channel_5/4.14-Gi5/12;37;28.35;0.2;9.08;64.81;0;0;0
Modular-Cable6/1/2-downstream8;RFGW10-Channel_5/4.9-Gi5/12;37;28.26;0.21;9.08;64.13;0;0;0
