
Node_APA-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/2-downstream13;RFGW10-Channel_5/4.14-Gi5/12;37;26.23;0.59;9.73;63.17;0;0;0
Modular-Cable6/1/2-downstream8;RFGW10-Channel_5/4.9-Gi5/12;37;26.54;0.59;9.68;62.56;0;0;0
Modular-Cable6/1/2-downstream9;RFGW10-Channel_5/4.10-Gi5/12;37;32.28;0.59;9.75;63.32;1;0;0
Modular-Cable6/1/2-downstream10;RFGW10-Channel_5/4.11-Gi5/12;37;26.08;0.58;9.6;62.28;0;0;0
Modular-Cable6/1/2-downstream11;RFGW10-Channel_5/4.12-Gi5/12;37;26.39;0.57;9.57;62.37;0;0;0
Modular-Cable6/1/2-downstream14;RFGW10-Channel_5/4.15-Gi5/12;37;26.11;0.57;9.6;62.66;0;0;0
Modular-Cable6/1/2-downstream12;RFGW10-Channel_5/4.13-Gi5/12;37;26.32;0.6;9.76;63.06;0;0;0
Modular-Cable6/1/2-downstream15;RFGW10-Channel_5/4.16-Gi5/12;37;26.04;0.57;9.88;62.46;0;0;0
Modular-Cable6/1/1-downstream5;RFGW10-Channel_5/4.6-Gi5/11;37;32.18;0.79;11.24;74.31;7;0;0
Modular-Cable6/1/1-downstream4;RFGW10-Channel_5/4.5-Gi5/11;37;34.1;0.79;11.45;80.04;12;0;0
Modular-Cable6/1/1-downstream7;RFGW10-Channel_5/4.8-Gi5/11;37;32.03;0.79;11.23;75.31;6;0;0
Modular-Cable6/1/1-downstream6;RFGW10-Channel_5/4.7-Gi5/11;37;31.96;0.79;11.24;74.64;6;0;0
Modular-Cable6/1/1-downstream1;RFGW10-Channel_5/5.3-Gi5/11;37;32.49;0.8;11.3;75.08;6;0;0
Modular-Cable6/1/1-downstream0;RFGW10-Channel_5/4.1-Gi5/11;37;32.19;0.8;11.32;74.78;7;0;0
Modular-Cable6/1/1-downstream3;RFGW10-Channel_5/4.4-Gi5/11;37;32.27;0.82;11.41;75.03;6;0;0
Modular-Cable6/1/1-downstream2;RFGW10-Channel_5/6.5-Gi5/11;37;32.07;0.8;11.28;75.03;6;0;0


Node_KAR-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/2-downstream8;RFGW10-Channel_5/4.9-Gi5/12;37;26.54;0.59;9.68;62.56;0;0;0
Modular-Cable6/1/2-downstream9;RFGW10-Channel_5/4.10-Gi5/12;37;32.28;0.59;9.75;63.32;1;0;0
Modular-Cable6/1/1-downstream11;RFGW10-Channel_5/5.4-Gi5/11;37;28.05;0.66;9.18;59.38;0;0;0
Modular-Cable6/1/1-downstream10;RFGW10-Channel_5/5.3-Gi5/11;37;28.27;0.66;9.21;59.8;0;0;0
Modular-Cable6/1/1-downstream13;RFGW10-Channel_5/5.6-Gi5/11;37;28.29;0.66;9.43;60.29;0;0;0
Modular-Cable6/1/1-downstream12;RFGW10-Channel_5/5.5-Gi5/11;37;27.74;0.64;9.17;59.39;0;0;0
Modular-Cable6/1/1-downstream15;RFGW10-Channel_5/5.8-Gi5/11;37;27.7;0.65;9.12;59.16;0;0;0
Modular-Cable6/1/1-downstream14;RFGW10-Channel_5/5.7-Gi5/11;37;28.24;0.7;9.29;60.02;0;0;0
Modular-Cable6/1/1-downstream9;RFGW10-Channel_5/5.2-Gi5/11;37;28.35;0.66;9.23;59.56;0;0;0
Modular-Cable6/1/1-downstream8;RFGW10-Channel_5/5.1-Gi5/11;37;28.22;0.66;9.9;63.53;0;0;0
Modular-Cable6/1/2-downstream14;RFGW10-Channel_5/4.15-Gi5/12;37;26.11;0.57;9.6;62.66;0;0;0
Modular-Cable6/1/2-downstream15;RFGW10-Channel_5/4.16-Gi5/12;37;26.04;0.57;9.88;62.46;0;0;0
Modular-Cable6/1/2-downstream10;RFGW10-Channel_5/4.11-Gi5/12;37;26.08;0.58;9.6;62.28;0;0;0
Modular-Cable6/1/2-downstream11;RFGW10-Channel_5/4.12-Gi5/12;37;26.39;0.57;9.57;62.37;0;0;0
Modular-Cable6/1/2-downstream12;RFGW10-Channel_5/4.13-Gi5/12;37;26.32;0.6;9.76;63.06;0;0;0
Modular-Cable6/1/2-downstream13;RFGW10-Channel_5/4.14-Gi5/12;37;26.23;0.59;9.73;63.17;0;0;0


Node_KAR-03

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/1-downstream19;RFGW10-Channel_5/6.4-Gi5/11;37;33.77;1.05;15.6;82.58;18;0;0
Modular-Cable6/1/1-downstream18;RFGW10-Channel_5/6.3-Gi5/11;37;33.83;1.06;15.66;82.47;17;0;0
Modular-Cable6/1/2-downstream7;RFGW10-Channel_5/3.16-Gi5/12;37;32.97;1.13;14.93;79.94;11;0;0
Modular-Cable6/1/2-downstream6;RFGW10-Channel_5/3.15-Gi5/12;37;33.24;1.13;14.8;79.96;11;0;0
Modular-Cable6/1/2-downstream2;RFGW10-Channel_5/5.13-Gi5/12_QAM_REPLICATION;37;33.31;1.13;14.8;80.01;12;0;0
Modular-Cable6/1/2-downstream4;RFGW10-Channel_5/3.13-Gi5/12;37;33.24;1.12;14.81;79.62;11;0;0
Modular-Cable6/1/2-downstream5;RFGW10-Channel_5/3.14-Gi5/12;37;32.97;1.13;14.92;80.31;12;0;0
Modular-Cable6/1/1-downstream20;RFGW10-Channel_5/6.5-Gi5/11;37;33.59;1.05;15.59;82.58;18;0;0
Modular-Cable6/1/1-downstream21;RFGW10-Channel_5/6.6-Gi5/11;37;33.62;1.04;15.57;82.58;16;0;0
Modular-Cable6/1/1-downstream17;RFGW10-Channel_5/6.2-Gi5/11;37;33.79;1.06;15.88;83.13;19;0;0
Modular-Cable6/1/1-downstream16;RFGW10-Channel_5/6.1-Gi5/11;37;33.64;1.06;15.76;82.65;18;0;0
Modular-Cable6/1/1-downstream22;RFGW10-Channel_5/6.7-Gi5/11;37;33.71;1.04;15.56;82.53;17;0;0
Modular-Cable6/1/2-downstream1;RFGW10-Channel_5/4.11-Gi5/12;37;32.97;1.17;14.92;79.94;11;0;0
Modular-Cable6/1/2-downstream0;RFGW10-Channel_5/3.9-Gi5/12;37;33.46;1.13;14.85;80.19;12;0;0
Modular-Cable6/1/1-downstream23;RFGW10-Channel_5/6.8-Gi5/11;37;33.78;1.03;15.57;83.02;17;0;0
Modular-Cable6/1/2-downstream3;RFGW10-Channel_5/3.12-Gi5/12;37;33.5;1.12;15.04;80.25;13;0;0


Node_LID-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/6-downstream4;;37;31.02;0.78;11.78;67.86;1;0;0
Integrated-Cable1/0/6-downstream5;;37;30.84;0.73;11.62;67.67;1;0;0
Integrated-Cable1/0/6-downstream6;;37;30.63;0.71;11.6;67.61;1;0;0
Integrated-Cable1/0/6-downstream7;;37;30.8;0.79;11.81;68.06;1;0;0
Integrated-Cable1/0/6-downstream0;;37;30.83;0.79;11.95;68.8;1;0;0
Integrated-Cable1/0/6-downstream1;;37;30.87;0.73;11.76;68.3;1;0;0
Integrated-Cable1/0/6-downstream2;;37;30.7;0.73;11.87;68.74;1;0;0
Integrated-Cable1/0/6-downstream3;;37;30.74;0.8;13.85;73.62;1;0;0
Integrated-Cable1/0/6-downstream8;;37;32.29;0.49;10.97;65.33;3;0;0
Integrated-Cable1/0/6-downstream9;;37;32.27;0.46;10.85;65.11;3;0;0
Integrated-Cable1/0/6-downstream14;;37;32.25;0.45;10.78;65.71;3;0;0
Integrated-Cable1/0/6-downstream15;;37;32.28;0.49;10.94;65.98;3;0;0
Integrated-Cable1/0/6-downstream12;;37;32.28;0.49;10.92;65.71;3;0;0
Integrated-Cable1/0/6-downstream13;;37;32.43;0.46;10.85;64.79;3;0;0
Integrated-Cable1/0/6-downstream10;;37;32.26;0.47;10.88;64.94;3;0;0
Integrated-Cable1/0/6-downstream11;;37;32.3;0.49;10.98;66.04;3;0;0


Node_LID-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/7-downstream19;;37;25.98;0.49;10.7;59.25;0;0;0
Integrated-Cable1/0/7-downstream18;;37;25.74;0.47;10.55;58.17;0;0;0
Integrated-Cable1/0/7-downstream15;;37;24.63;1.14;11.82;61.07;0;0;0
Integrated-Cable1/0/7-downstream14;;37;24.35;1.06;11.63;60.92;0;0;0
Integrated-Cable1/0/7-downstream17;;37;26.02;0.47;10.56;58.6;0;0;0
Integrated-Cable1/0/7-downstream16;;37;25.98;0.48;10.73;58.55;0;0;0
Integrated-Cable1/0/7-downstream11;;37;24.24;1.17;11.87;61.59;0;0;0
Integrated-Cable1/0/7-downstream10;;37;24.04;1.08;11.71;61.23;0;0;0
Integrated-Cable1/0/7-downstream13;;37;23.98;1.08;11.68;60.63;0;0;0
Integrated-Cable1/0/7-downstream12;;37;24.13;1.14;11.8;61.63;0;0;0
Integrated-Cable1/0/7-downstream5;;37;29.17;0.71;12.12;67.97;0;0;0
Integrated-Cable1/0/7-downstream4;;37;29.34;0.76;12.31;68.21;0;0;0
Integrated-Cable1/0/7-downstream7;;37;29.32;0.78;12.43;68.67;0;0;0
Integrated-Cable1/0/7-downstream6;;37;29.43;0.7;12.07;67.92;0;0;0
Integrated-Cable1/0/7-downstream1;;37;29.32;0.73;13.13;71.79;0;0;0
Integrated-Cable1/0/7-downstream0;;37;29.38;0.79;12.52;68.8;0;0;0
Integrated-Cable1/0/7-downstream3;;37;29.38;0.79;12.47;68.61;0;0;0
Integrated-Cable1/0/7-downstream2;;37;29.5;0.72;12.32;69.04;0;0;0
Integrated-Cable1/0/7-downstream9;;37;24.31;1.09;11.73;60.37;0;0;0
Integrated-Cable1/0/7-downstream8;;37;24.1;1.15;11.88;61.38;0;0;0
Integrated-Cable1/0/7-downstream20;;37;25.98;0.48;10.71;59.08;0;0;0
Integrated-Cable1/0/7-downstream21;;37;25.84;0.46;10.57;58.77;0;0;0
Integrated-Cable1/0/7-downstream22;;37;25.85;0.46;10.52;58.7;0;0;0
Integrated-Cable1/0/7-downstream23;;37;25.95;0.49;10.67;58.33;0;0;0


Node_MAR-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/0-downstream14;;37;28.14;0.31;11.16;65.88;0;0;0
Integrated-Cable1/0/0-downstream15;;37;28.21;0.33;11.28;66.39;0;0;0
Integrated-Cable1/0/0-downstream16;;37;32.8;0.88;10.75;77.65;7;0;0
Integrated-Cable1/0/0-downstream17;;37;32.87;0.86;10.56;77.4;7;0;0
Integrated-Cable1/0/0-downstream10;;37;28.07;0.31;11.13;65.95;0;0;0
Integrated-Cable1/0/0-downstream11;;37;28.14;0.33;11.33;66.42;0;0;0
Integrated-Cable1/0/0-downstream12;;37;28.08;0.33;11.31;65.95;0;0;0
Integrated-Cable1/0/0-downstream13;;37;28.1;0.31;11.13;66.04;0;0;0
Integrated-Cable1/0/0-downstream18;;37;32.76;0.85;10.49;76.81;7;0;0
Integrated-Cable1/0/0-downstream19;;37;32.78;0.88;10.73;77.56;7;0;0
Integrated-Cable1/0/0-downstream2;;37;31.17;0.33;9.49;66.4;1;0;0
Integrated-Cable1/0/0-downstream3;;37;31.2;0.36;9.75;66.57;1;0;0
Integrated-Cable1/0/0-downstream0;;37;31.21;0.36;9.89;67.25;1;0;0
Integrated-Cable1/0/0-downstream1;;37;31.0;0.33;9.76;67.32;1;0;0
Integrated-Cable1/0/0-downstream6;;37;31.01;0.33;9.62;67.14;1;0;0
Integrated-Cable1/0/0-downstream7;;37;31.2;0.36;9.75;67.61;1;0;0
Integrated-Cable1/0/0-downstream4;;37;31.05;0.37;10.1;67.66;1;0;0
Integrated-Cable1/0/0-downstream5;;37;31.18;0.33;9.57;67.02;1;0;0
Integrated-Cable1/0/0-downstream8;;37;28.35;0.33;11.3;66.52;0;0;0
Integrated-Cable1/0/0-downstream9;;37;28.1;0.31;11.34;66.16;0;0;0
Integrated-Cable1/0/0-downstream21;;37;32.6;0.85;10.64;77.14;8;0;0
Integrated-Cable1/0/0-downstream20;;37;32.82;0.89;10.8;77.77;7;0;0
Integrated-Cable1/0/0-downstream23;;37;32.81;0.88;10.76;77.65;7;0;0
Integrated-Cable1/0/0-downstream22;;37;32.77;0.87;10.54;77.75;7;0;0


Node_MAR-02A

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable2/0/0-downstream20;;37;18.47;0.04;6.18;44.36;0;0;0
Integrated-Cable2/0/0-downstream21;;37;18.26;0.04;6.02;43.55;0;0;0
Integrated-Cable2/0/0-downstream22;;37;18.29;0.04;6.04;43.46;0;0;0
Integrated-Cable2/0/0-downstream23;;37;18.38;0.04;6.26;44.08;0;0;0
Integrated-Cable2/0/0-downstream1;;37;22.53;0.1;7.34;49.17;0;0;0
Integrated-Cable2/0/0-downstream0;;37;22.89;0.11;7.6;49.86;0;0;0
Integrated-Cable2/0/0-downstream3;;37;22.69;0.11;7.62;49.88;0;0;0
Integrated-Cable2/0/0-downstream2;;37;22.31;0.1;7.34;49.23;0;0;0
Integrated-Cable2/0/0-downstream5;;37;22.41;0.1;7.32;48.79;0;0;0
Integrated-Cable2/0/0-downstream4;;37;22.9;0.11;7.55;49.61;0;0;0
Integrated-Cable2/0/0-downstream7;;37;22.64;0.11;7.49;49.46;0;0;0
Integrated-Cable2/0/0-downstream6;;37;22.44;0.1;7.27;48.92;0;0;0
Integrated-Cable2/0/0-downstream9;;37;19.83;0.04;6.02;36.82;0;0;0
Integrated-Cable2/0/0-downstream8;;37;19.96;0.05;6.18;37.77;0;0;0
Integrated-Cable2/0/0-downstream11;;37;19.97;0.05;6.14;37.18;0;0;0
Integrated-Cable2/0/0-downstream10;;37;19.84;0.04;6.01;36.59;0;0;0
Integrated-Cable2/0/0-downstream13;;37;19.78;0.04;5.98;36.66;0;0;0
Integrated-Cable2/0/0-downstream12;;37;19.92;0.05;6.12;37.17;0;0;0
Integrated-Cable2/0/0-downstream15;;37;19.9;0.05;6.09;37.0;0;0;0
Integrated-Cable2/0/0-downstream14;;37;19.81;0.04;6.07;37.18;0;0;0
Integrated-Cable2/0/0-downstream17;;37;18.44;0.04;6.08;43.88;0;0;0
Integrated-Cable2/0/0-downstream16;;37;18.48;0.04;6.21;44.56;0;0;0
Integrated-Cable2/0/0-downstream19;;37;18.46;0.04;6.2;44.29;0;0;0
Integrated-Cable2/0/0-downstream18;;37;18.37;0.04;6.08;44.02;0;0;0


Node_MAR-02B

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable2/0/1-downstream12;;37;23.95;0.18;8.09;55.41;0;0;0
Integrated-Cable2/0/1-downstream13;;37;23.59;0.15;7.87;54.58;0;0;0
Integrated-Cable2/0/1-downstream10;;37;24.03;0.16;7.89;54.99;0;0;0
Integrated-Cable2/0/1-downstream11;;37;24.09;0.19;8.18;55.68;0;0;0
Integrated-Cable2/0/1-downstream16;;37;36.57;1.04;9.21;67.5;5;3;15
Integrated-Cable2/0/1-downstream17;;37;36.46;1.0;9.09;67.16;5;2;10
Integrated-Cable2/0/1-downstream14;;37;23.72;0.17;7.79;54.8;0;0;0
Integrated-Cable2/0/1-downstream15;;37;23.85;0.18;8.02;55.41;0;0;0
Integrated-Cable2/0/1-downstream18;;37;36.07;1.0;9.06;67.12;5;3;15
Integrated-Cable2/0/1-downstream19;;37;36.57;1.03;9.19;67.65;5;2;10
Integrated-Cable2/0/1-downstream0;;37;24.43;0.19;7.08;42.71;0;0;0
Integrated-Cable2/0/1-downstream1;;37;24.08;0.26;7.29;44.21;0;0;0
Integrated-Cable2/0/1-downstream2;;37;24.71;0.18;7.06;42.77;0;0;0
Integrated-Cable2/0/1-downstream3;;37;24.82;0.19;7.07;42.94;0;0;0
Integrated-Cable2/0/1-downstream4;;37;24.71;0.19;7.04;42.83;0;0;0
Integrated-Cable2/0/1-downstream5;;37;24.36;0.18;7.0;42.3;0;0;0
Integrated-Cable2/0/1-downstream6;;37;24.24;0.18;6.88;41.35;0;0;0
Integrated-Cable2/0/1-downstream7;;37;24.78;0.19;7.0;42.6;0;0;0
Integrated-Cable2/0/1-downstream8;;37;24.01;0.18;8.21;55.67;0;0;0
Integrated-Cable2/0/1-downstream9;;37;24.01;0.16;8.0;54.94;0;0;0
Integrated-Cable2/0/1-downstream23;;37;36.57;1.03;9.16;67.14;5;3;15
Integrated-Cable2/0/1-downstream22;;37;36.49;0.99;9.04;67.02;5;2;10
Integrated-Cable2/0/1-downstream21;;37;36.49;0.99;9.01;66.75;5;2;10
Integrated-Cable2/0/1-downstream20;;37;36.77;1.03;9.18;67.44;5;2;10


Node_MOR-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable2/0/4-downstream5;;37;16.72;0.23;6.08;40.59;0;0;0
Integrated-Cable2/0/4-downstream4;;37;16.95;0.25;6.22;41.17;0;0;0
Integrated-Cable2/0/4-downstream7;;37;17.02;0.26;6.24;41.09;0;0;0
Integrated-Cable2/0/4-downstream6;;37;16.67;0.24;6.0;40.22;0;0;0
Integrated-Cable2/0/4-downstream1;;37;16.66;0.24;6.01;40.67;0;0;0
Integrated-Cable2/0/4-downstream0;;37;16.93;0.25;6.21;40.34;0;0;0
Integrated-Cable2/0/4-downstream3;;37;17.12;0.25;6.23;41.15;0;0;0
Integrated-Cable2/0/4-downstream2;;37;16.62;0.23;6.09;40.01;0;0;0
Integrated-Cable2/0/4-downstream9;;37;22.07;0.34;5.71;38.05;0;0;0
Integrated-Cable2/0/4-downstream8;;37;22.16;0.37;5.97;40.09;0;0;0
Integrated-Cable2/0/4-downstream15;;37;22.18;0.38;5.93;38.95;0;0;0
Integrated-Cable2/0/4-downstream14;;37;22.02;0.35;5.68;38.03;0;0;0
Integrated-Cable2/0/4-downstream11;;37;22.26;0.38;5.91;39.0;0;0;0
Integrated-Cable2/0/4-downstream10;;37;21.97;0.34;5.64;38.17;0;0;0
Integrated-Cable2/0/4-downstream13;;37;22.04;0.35;5.69;38.22;0;0;0
Integrated-Cable2/0/4-downstream12;;37;22.15;0.37;5.89;38.91;0;0;0


Node_MOR-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable2/0/5-downstream14;;37;23.92;0.13;4.47;46.56;0;0;0
Integrated-Cable2/0/5-downstream15;;37;24.01;0.14;4.58;47.25;0;0;0
Integrated-Cable2/0/5-downstream12;;37;23.81;0.14;4.57;46.83;0;0;0
Integrated-Cable2/0/5-downstream13;;37;23.98;0.13;4.48;46.94;0;0;0
Integrated-Cable2/0/5-downstream10;;37;23.85;0.12;4.46;46.88;0;0;0
Integrated-Cable2/0/5-downstream11;;37;23.84;0.14;4.57;46.89;0;0;0
Integrated-Cable2/0/5-downstream4;;37;10.92;0.06;2.61;20.12;0;0;0
Integrated-Cable2/0/5-downstream5;;37;10.75;0.05;2.47;19.55;0;0;0
Integrated-Cable2/0/5-downstream6;;37;10.64;0.05;2.46;19.45;0;0;0
Integrated-Cable2/0/5-downstream7;;37;11.13;0.06;2.61;20.37;0;0;0
Integrated-Cable2/0/5-downstream0;;37;10.84;0.06;2.59;20.13;0;0;0
Integrated-Cable2/0/5-downstream1;;37;10.6;0.05;2.55;20.29;0;0;0
Integrated-Cable2/0/5-downstream2;;37;10.54;0.05;2.44;19.39;0;0;0
Integrated-Cable2/0/5-downstream3;;37;10.91;0.06;2.64;20.97;0;0;0
Integrated-Cable2/0/5-downstream8;;37;24.01;0.14;4.59;47.16;0;0;0
Integrated-Cable2/0/5-downstream9;;37;23.85;0.13;4.48;46.72;0;0;0


Node_MOR-03

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable2/0/6-downstream7;;37;26.05;0.29;6.64;50.84;0;0;0
Integrated-Cable2/0/6-downstream6;;37;26.07;0.27;6.53;50.58;0;0;0
Integrated-Cable2/0/6-downstream5;;37;26.08;0.27;6.54;50.65;0;0;0
Integrated-Cable2/0/6-downstream4;;37;26.07;0.29;6.64;50.99;0;0;0
Integrated-Cable2/0/6-downstream3;;37;26.13;0.29;6.64;50.9;0;0;0
Integrated-Cable2/0/6-downstream2;;37;26.11;0.27;6.56;50.52;0;0;0
Integrated-Cable2/0/6-downstream1;;37;25.98;0.28;6.65;50.28;0;0;0
Integrated-Cable2/0/6-downstream0;;37;26.03;0.29;6.62;50.82;0;0;0
Integrated-Cable2/0/6-downstream10;;37;28.62;0.13;7.28;56.03;0;0;0
Integrated-Cable2/0/6-downstream15;;37;29.2;0.14;7.63;56.2;0;0;0
Integrated-Cable2/0/6-downstream9;;37;29.3;0.14;7.34;56.04;0;0;0
Integrated-Cable2/0/6-downstream8;;37;29.05;0.14;7.48;56.02;0;0;0
Integrated-Cable2/0/6-downstream14;;37;29.45;0.13;7.31;55.92;0;0;0
Integrated-Cable2/0/6-downstream11;;37;29.08;0.14;7.5;56.2;0;0;0
Integrated-Cable2/0/6-downstream13;;37;28.64;0.14;7.33;55.98;0;0;0
Integrated-Cable2/0/6-downstream12;;37;29.02;0.14;7.5;56.12;0;0;0


Node_MOR-04

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable2/0/7-downstream10;;37;25.14;0.36;7.18;51.68;0;0;0
Integrated-Cable2/0/7-downstream15;;37;25.25;0.41;7.88;55.02;0;0;0
Integrated-Cable2/0/7-downstream11;;37;25.35;0.4;7.45;52.32;0;0;0
Integrated-Cable2/0/7-downstream13;;37;25.2;0.37;7.25;51.91;0;0;0
Integrated-Cable2/0/7-downstream12;;37;25.11;0.41;7.49;52.44;0;0;0
Integrated-Cable2/0/7-downstream6;;37;27.69;0.3;7.08;55.11;0;0;0
Integrated-Cable2/0/7-downstream7;;37;27.4;0.33;7.35;55.38;0;0;0
Integrated-Cable2/0/7-downstream4;;37;27.29;0.33;7.31;55.55;0;0;0
Integrated-Cable2/0/7-downstream5;;37;27.21;0.3;7.1;55.13;0;0;0
Integrated-Cable2/0/7-downstream2;;37;27.67;0.3;7.06;54.5;0;0;0
Integrated-Cable2/0/7-downstream3;;37;27.45;0.33;7.32;55.91;0;0;0
Integrated-Cable2/0/7-downstream0;;37;27.99;0.32;7.29;55.51;0;0;0
Integrated-Cable2/0/7-downstream1;;37;27.22;0.3;7.22;54.96;0;0;0
Integrated-Cable2/0/7-downstream14;;37;25.44;0.38;7.26;52.0;0;0;0
Integrated-Cable2/0/7-downstream8;;37;25.57;0.4;7.51;52.18;0;0;0
Integrated-Cable2/0/7-downstream9;;37;25.25;0.37;7.3;51.82;0;0;0


Node_OSV-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/2-downstream12;;37;23.78;0.1;8.92;54.4;0;0;0
Integrated-Cable1/0/2-downstream13;;37;23.55;0.1;8.75;54.32;0;0;0
Integrated-Cable1/0/2-downstream10;;37;23.66;0.1;8.85;54.16;0;0;0
Integrated-Cable1/0/2-downstream11;;37;23.75;0.1;8.9;54.38;0;0;0
Integrated-Cable1/0/2-downstream16;;37;30.23;0.29;8.74;53.55;1;0;0
Integrated-Cable1/0/2-downstream17;;37;30.15;0.27;8.56;52.53;1;0;0
Integrated-Cable1/0/2-downstream14;;37;23.43;0.1;8.78;54.39;0;0;0
Integrated-Cable1/0/2-downstream15;;37;23.74;0.1;8.89;54.34;0;0;0
Integrated-Cable1/0/2-downstream18;;37;30.12;0.27;8.32;48.92;1;0;0
Integrated-Cable1/0/2-downstream19;;37;30.15;0.29;8.47;49.26;1;0;0
Integrated-Cable1/0/2-downstream0;;37;31.7;0.12;9.52;68.76;5;0;0
Integrated-Cable1/0/2-downstream1;;37;31.69;0.11;9.4;68.76;5;0;0
Integrated-Cable1/0/2-downstream2;;37;32.11;0.11;9.36;74.02;5;0;0
Integrated-Cable1/0/2-downstream3;;37;31.9;0.12;9.38;68.48;5;0;0
Integrated-Cable1/0/2-downstream4;;37;32.05;0.12;9.39;68.78;5;0;0
Integrated-Cable1/0/2-downstream5;;37;31.87;0.11;9.28;68.2;5;0;0
Integrated-Cable1/0/2-downstream6;;37;31.73;0.11;9.26;69.0;5;0;0
Integrated-Cable1/0/2-downstream7;;37;31.99;0.12;9.36;68.75;5;0;0
Integrated-Cable1/0/2-downstream8;;37;28.41;0.1;9.05;54.52;0;0;0
