
Node_APA-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable7/1/0-downstream11;RFGW10-Channel_7/1.12;37;25.67;0.07;6.32;39.93;0;0;0
Modular-Cable7/1/0-downstream10;RFGW10-Channel_7/1.11;37;25.65;0.07;6.4;41.13;0;0;0
Modular-Cable7/1/0-downstream13;RFGW10-Channel_7/1.14;37;25.62;0.07;6.3;39.67;0;0;0
Modular-Cable7/1/0-downstream12;RFGW10-Channel_7/1.13;37;25.65;0.07;6.76;40.72;0;0;0
Modular-Cable7/1/0-downstream15;RFGW10-Channel_7/1.16;37;25.84;0.07;6.29;40.65;0;0;0
Modular-Cable7/1/0-downstream14;RFGW10-Channel_7/1.15;37;25.62;0.07;6.48;41.37;0;0;0
Modular-Cable7/1/0-downstream9;RFGW10-Channel_7/1.10;37;25.6;0.07;6.34;39.9;0;0;0
Modular-Cable7/1/0-downstream8;RFGW10-Channel_7/1.9;37;25.56;0.07;6.36;40.02;0;0;0
Modular-Cable7/1/1-downstream4;RFGW10-Channel_7/6.13-Gi7/11;37;27.4;1.29;8.66;54.06;0;0;0
Modular-Cable7/1/1-downstream5;RFGW10-Channel_7/6.14-Gi7/11;37;27.11;1.31;8.59;53.71;0;0;0
Modular-Cable7/1/1-downstream6;RFGW10-Channel_7/6.15-Gi7/11;37;27.14;1.3;8.59;53.89;0;0;0
Modular-Cable7/1/1-downstream7;RFGW10-Channel_7/6.16-Gi7/11;37;27.12;1.3;8.59;53.35;0;0;0
Modular-Cable7/1/1-downstream0;RFGW10-Channel_7/6.9-Gi7/11;37;26.92;1.3;8.71;53.8;0;0;0
Modular-Cable7/1/1-downstream1;RFGW10-Channel_7/5.3-Gi7/11;37;27.1;1.3;8.62;53.28;0;0;0
Modular-Cable7/1/1-downstream2;RFGW10-Channel_7/6.5-Gi7/11;37;26.93;1.29;8.58;53.81;0;0;0
Modular-Cable7/1/1-downstream3;RFGW10-Channel_7/6.12-Gi7/11;37;26.96;1.3;8.58;53.33;0;0;0


Node_CEN-06/CEN-10

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable7/1/1-downstream14;RFGW10-Channel_7/5.7-Gi7/11;37;25.63;0.06;5.47;38.63;0;0;0
Modular-Cable7/1/1-downstream15;RFGW10-Channel_7/5.8-Gi7/11;37;25.55;0.06;5.47;38.51;0;0;0
Modular-Cable7/1/1-downstream12;RFGW10-Channel_7/5.5-Gi7/11;37;25.95;0.06;5.55;38.44;0;0;0
Modular-Cable7/1/1-downstream13;RFGW10-Channel_7/5.6-Gi7/11;37;25.86;0.06;5.57;39.47;0;0;0
Modular-Cable7/1/1-downstream10;RFGW10-Channel_7/5.3-Gi7/11;37;26.09;0.06;5.67;40.01;0;0;0
Modular-Cable7/1/1-downstream11;RFGW10-Channel_7/5.4-Gi7/11;37;25.65;0.06;5.54;39.21;0;0;0
Modular-Cable7/1/2-downstream8;RFGW10-Channel_7/2.9;37;20.72;0.77;7.32;45.45;0;0;0
Modular-Cable7/1/2-downstream9;RFGW10-Channel_7/2.10;37;20.86;0.78;7.31;45.27;0;0;0
Modular-Cable7/1/1-downstream8;RFGW10-Channel_7/5.1-Gi7/11;37;25.69;0.06;5.55;38.79;0;0;0
Modular-Cable7/1/1-downstream9;RFGW10-Channel_7/5.2-Gi7/11;37;25.76;0.06;5.53;38.88;0;0;0
Modular-Cable7/1/2-downstream15;RFGW10-Channel_7/2.16;37;20.8;0.76;7.34;45.61;0;0;0
Modular-Cable7/1/2-downstream14;RFGW10-Channel_7/2.15;37;20.56;0.77;7.33;45.26;0;0;0
Modular-Cable7/1/2-downstream13;RFGW10-Channel_7/2.14;37;20.75;0.77;7.32;45.39;0;0;0
Modular-Cable7/1/2-downstream12;RFGW10-Channel_7/2.13;37;20.88;0.78;7.32;44.95;0;0;0
Modular-Cable7/1/2-downstream11;RFGW10-Channel_7/2.12;37;20.85;0.76;7.34;45.69;0;0;0
Modular-Cable7/1/2-downstream10;RFGW10-Channel_7/2.11;37;20.88;0.77;7.39;45.32;0;0;0


Node_CEN-11

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable7/1/1-downstream16;RFGW10-Channel_7/6.1-Gi7/11;37;22.76;0.1;7.13;45.62;0;0;0
Modular-Cable7/1/1-downstream17;RFGW10-Channel_7/6.2-Gi7/11;37;22.73;0.1;7.05;45.29;0;0;0
Modular-Cable7/1/2-downstream20;RFGW10-Channel_7/2.21;37;25.1;0.95;11.6;64.03;0;0;0
Modular-Cable7/1/2-downstream21;RFGW10-Channel_7/2.22;37;25.12;0.95;11.6;63.84;0;0;0
Modular-Cable7/1/1-downstream23;RFGW10-Channel_7/6.8-Gi7/11;37;22.76;0.09;7.17;46.01;0;0;0
Modular-Cable7/1/1-downstream22;RFGW10-Channel_7/6.7-Gi7/11;37;22.78;0.09;7.0;45.26;0;0;0
Modular-Cable7/1/1-downstream21;RFGW10-Channel_7/6.6-Gi7/11;37;22.5;0.1;7.01;45.31;0;0;0
Modular-Cable7/1/1-downstream20;RFGW10-Channel_7/6.5-Gi7/11;37;22.83;0.1;7.04;45.46;0;0;0
Modular-Cable7/1/2-downstream22;RFGW10-Channel_7/2.23;37;25.14;0.95;11.61;64.02;0;0;0
Modular-Cable7/1/1-downstream18;RFGW10-Channel_7/6.3-Gi7/11;37;22.44;0.1;7.12;45.46;0;0;0
Modular-Cable7/1/2-downstream19;RFGW10-Channel_7/2.20;37;25.25;0.96;11.6;64.18;0;0;0
Modular-Cable7/1/2-downstream18;RFGW10-Channel_7/2.19;37;25.21;0.96;11.59;63.67;0;0;0
Modular-Cable7/1/2-downstream17;RFGW10-Channel_7/2.18;37;25.25;0.95;11.6;63.58;0;0;0
Modular-Cable7/1/2-downstream16;RFGW10-Channel_7/2.17;37;25.14;0.96;11.62;63.79;0;0;0
Modular-Cable7/1/1-downstream19;RFGW10-Channel_7/6.4-Gi7/11;37;22.67;0.1;7.02;45.39;0;0;0
Modular-Cable7/1/2-downstream23;RFGW10-Channel_7/2.24;37;25.26;0.95;11.61;64.16;0;0;0


Node_CEN-12

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/0/2-downstream18;RFGW10-Channel_6/5.11-Gi6/12_QAM_REPLICATION;37;27.73;0.5;10.45;62.27;0;0;0
Modular-Cable6/0/2-downstream22;RFGW10-Channel_6/5.15-Gi6/12_QAM_REPLICATION;37;27.62;0.49;10.44;62.57;0;0;0
Modular-Cable6/0/1-downstream8;RFGW10-Channel_6/5.1-Gi6/11;37;29.67;1.52;11.31;69.47;1;0;0
Modular-Cable6/0/1-downstream9;RFGW10-Channel_6/5.2-Gi6/11;37;29.05;0.39;10.03;67.45;0;0;0
Modular-Cable6/0/2-downstream20;RFGW10-Channel_6/5.13-Gi6/12_QAM_REPLICATION;37;27.39;0.49;10.54;62.2;0;0;0
Modular-Cable6/0/2-downstream21;RFGW10-Channel_6/5.14-Gi6/12_QAM_REPLICATION;37;27.78;0.49;10.43;62.36;0;0;0
Modular-Cable6/0/2-downstream17;RFGW10-Channel_6/5.10-Gi6/12_QAM_REPLICATION;37;28.02;0.5;10.49;62.49;0;0;0
Modular-Cable6/0/2-downstream16;RFGW10-Channel_6/5.9-Gi6/12_QAM_REPLICATION;37;27.64;0.49;10.42;62.34;0;0;0
Modular-Cable6/0/2-downstream19;RFGW10-Channel_6/5.12-Gi6/12_QAM_REPLICATION;37;27.4;0.49;10.43;62.7;0;0;0
Modular-Cable6/0/2-downstream23;RFGW10-Channel_6/5.16-Gi6/12_QAM_REPLICATION;37;27.49;0.5;10.65;62.61;0;0;0
Modular-Cable6/0/1-downstream14;RFGW10-Channel_6/5.7-Gi6/11;37;29.28;0.39;10.02;66.18;0;0;0
Modular-Cable6/0/1-downstream15;RFGW10-Channel_6/5.8-Gi6/11;37;29.21;0.38;9.91;66.1;0;0;0
Modular-Cable6/0/1-downstream12;RFGW10-Channel_6/5.5-Gi6/11;37;29.4;0.39;9.93;66.37;0;0;0
Modular-Cable6/0/1-downstream13;RFGW10-Channel_6/5.6-Gi6/11;37;29.0;0.38;10.03;66.21;0;0;0
Modular-Cable6/0/1-downstream10;RFGW10-Channel_6/5.3-Gi6/11;37;29.3;0.4;10.01;66.35;0;0;0
Modular-Cable6/0/1-downstream11;RFGW10-Channel_6/5.4-Gi6/11;37;29.99;0.43;10.5;67.27;1;0;0


Node_CJAR-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable7/0/1-downstream11;RFGW10-Channel_6/2.12;37;20.24;0.15;5.5;37.18;0;0;0
Modular-Cable7/0/1-downstream10;RFGW10-Channel_6/2.11;37;20.18;0.15;5.66;41.22;0;0;0
Modular-Cable7/0/1-downstream13;RFGW10-Channel_6/2.14;37;20.11;0.15;5.33;35.68;0;0;0
Modular-Cable7/0/1-downstream12;RFGW10-Channel_6/2.13;37;20.38;0.15;5.37;35.95;0;0;0
Modular-Cable7/0/1-downstream15;RFGW10-Channel_6/2.16;37;20.24;0.15;5.26;34.23;0;0;0
Modular-Cable7/0/1-downstream14;RFGW10-Channel_6/2.15;37;20.22;0.15;5.29;35.36;0;0;0
Modular-Cable7/0/1-downstream17;RFGW10-Channel_6/2.18;37;23.05;0.64;7.7;52.3;0;0;0
Modular-Cable7/0/1-downstream16;RFGW10-Channel_6/2.17;37;23.02;0.64;7.68;52.3;0;0;0
Modular-Cable7/0/1-downstream19;RFGW10-Channel_6/2.20;37;23.0;0.63;7.69;52.11;0;0;0
Modular-Cable7/0/1-downstream18;RFGW10-Channel_6/2.19;37;22.98;0.64;7.67;52.1;0;0;0
Modular-Cable7/0/1-downstream20;RFGW10-Channel_6/2.21;37;23.03;0.63;7.68;52.06;0;0;0
Modular-Cable7/0/1-downstream21;RFGW10-Channel_6/2.22;37;22.74;0.64;7.68;52.38;0;0;0
Modular-Cable7/0/1-downstream22;RFGW10-Channel_6/2.23;37;23.06;0.64;7.7;52.06;0;0;0
Modular-Cable7/0/1-downstream23;RFGW10-Channel_6/2.24;37;23.05;0.64;7.68;52.35;0;0;0
Modular-Cable7/0/1-downstream5;RFGW10-Channel_6/2.6;37;23.13;0.23;7.31;52.7;0;0;0
Modular-Cable7/0/1-downstream4;RFGW10-Channel_6/2.5;37;23.12;0.23;7.35;52.63;0;0;0
Modular-Cable7/0/1-downstream7;RFGW10-Channel_6/2.8;37;23.3;0.22;7.3;52.33;0;0;0
Modular-Cable7/0/1-downstream6;RFGW10-Channel_6/2.7;37;23.1;0.23;7.29;52.85;0;0;0
Modular-Cable7/0/1-downstream1;RFGW10-Channel_6/2.11;37;22.99;0.23;7.42;53.03;0;0;0
Modular-Cable7/0/1-downstream0;RFGW10-Channel_6/2.1;37;23.04;0.23;7.39;53.14;0;0;0
Modular-Cable7/0/1-downstream3;RFGW10-Channel_6/2.4;37;22.98;0.23;7.33;52.73;0;0;0
Modular-Cable7/0/1-downstream2;RFGW10-Channel_6/2.21;37;22.98;0.23;7.35;53.18;0;0;0
Modular-Cable7/0/1-downstream9;RFGW10-Channel_6/2.10;37;20.06;0.15;5.25;33.51;0;0;0
Modular-Cable7/0/1-downstream8;RFGW10-Channel_6/2.9;37;20.32;0.15;5.3;34.14;0;0;0


Node_CJAR-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/0-downstream14;RFGW10-Channel_5/2.7-Gi5/10;37;34.13;0.82;14.18;78.19;9;0;0
Modular-Cable6/1/0-downstream15;RFGW10-Channel_5/2.8-Gi5/10;37;34.1;0.81;14.19;77.76;9;0;0
Modular-Cable6/1/0-downstream12;RFGW10-Channel_5/2.5-Gi5/10;37;34.19;0.8;14.18;77.74;10;0;0
Modular-Cable6/1/0-downstream13;RFGW10-Channel_5/2.6-Gi5/10;37;34.14;0.81;14.16;78.39;9;0;0
Modular-Cable6/1/0-downstream10;RFGW10-Channel_5/2.3-Gi5/10;37;34.14;0.84;14.19;77.7;9;0;0
Modular-Cable6/1/0-downstream11;RFGW10-Channel_5/2.4-Gi5/10;37;34.17;0.81;14.35;77.41;9;0;0
Modular-Cable6/1/0-downstream8;RFGW10-Channel_5/2.1-Gi5/10;37;34.2;0.81;14.16;78.31;9;0;0
Modular-Cable6/1/0-downstream9;RFGW10-Channel_5/2.2-Gi5/10;37;33.98;0.81;14.23;77.81;9;0;0
Modular-Cable6/1/0-downstream4;RFGW10-Channel_5/2.13-Gi5/10;37;32.02;0.44;12.19;72.32;1;0;0
Modular-Cable6/1/0-downstream5;RFGW10-Channel_5/2.14-Gi5/10;37;31.67;0.44;12.36;72.69;1;0;0
Modular-Cable6/1/0-downstream6;RFGW10-Channel_5/2.15-Gi5/10;37;32.02;0.44;12.24;72.77;1;0;0
Modular-Cable6/1/0-downstream7;RFGW10-Channel_5/2.16-Gi5/10;37;31.66;0.43;12.2;72.55;1;0;0
Modular-Cable6/1/0-downstream0;RFGW10-Channel_5/2.9-Gi5/10;37;32.06;0.44;12.3;72.88;1;0;0
Modular-Cable6/1/0-downstream1;RFGW10-Channel_5/2.3-Gi5/10;37;32.24;0.44;12.37;72.73;1;0;0
Modular-Cable6/1/0-downstream2;RFGW10-Channel_5/3.5-Gi5/10;37;32.02;0.45;12.27;73.03;1;0;0
Modular-Cable6/1/0-downstream3;RFGW10-Channel_5/2.12-Gi5/10;37;32.22;0.44;12.19;72.83;1;0;0


Node_CJAR-03

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/1/0-downstream16;RFGW10-Channel_5/3.1-Gi5/10;37;32.85;0.89;10.99;68.62;2;0;0
Modular-Cable6/1/0-downstream17;RFGW10-Channel_5/3.2-Gi5/10;37;32.99;0.9;10.81;69.75;2;0;0
Modular-Cable6/1/2-downstream17;RFGW10-Channel_5/5.10-Gi5/12_QAM_REPLICATION;37;26.44;1.1;10.48;63.71;0;0;0
Modular-Cable6/1/0-downstream23;RFGW10-Channel_5/3.8-Gi5/10;37;32.88;0.88;10.7;68.71;2;0;0
Modular-Cable6/1/0-downstream22;RFGW10-Channel_5/3.7-Gi5/10;37;33.36;0.88;10.83;70.37;2;0;0
Modular-Cable6/1/0-downstream21;RFGW10-Channel_5/3.6-Gi5/10;37;32.95;0.87;10.84;69.06;2;0;0
Modular-Cable6/1/0-downstream20;RFGW10-Channel_5/3.5-Gi5/10;37;32.82;0.88;10.73;68.82;2;0;0
Modular-Cable6/1/2-downstream18;RFGW10-Channel_5/5.11-Gi5/12_QAM_REPLICATION;37;26.51;1.1;10.39;63.45;0;0;0
Modular-Cable6/1/0-downstream18;RFGW10-Channel_5/3.3-Gi5/10;37;33.36;0.9;10.74;69.03;2;0;0
Modular-Cable6/1/2-downstream21;RFGW10-Channel_5/5.14-Gi5/12_QAM_REPLICATION;37;26.52;1.11;10.38;63.87;0;0;0
Modular-Cable6/1/2-downstream20;RFGW10-Channel_5/5.13-Gi5/12_QAM_REPLICATION;37;26.46;1.11;10.4;63.84;0;0;0
Modular-Cable6/1/2-downstream16;RFGW10-Channel_5/5.9-Gi5/12_QAM_REPLICATION;37;26.83;1.24;10.66;64.16;0;0;0
Modular-Cable6/1/0-downstream19;RFGW10-Channel_5/3.4-Gi5/10;37;33.3;0.89;10.78;69.84;2;0;0
Modular-Cable6/1/2-downstream23;RFGW10-Channel_5/5.16-Gi5/12_QAM_REPLICATION;37;26.42;1.11;10.4;63.8;0;0;0
Modular-Cable6/1/2-downstream22;RFGW10-Channel_5/5.15-Gi5/12_QAM_REPLICATION;37;26.47;1.11;10.46;63.97;0;0;0
Modular-Cable6/1/2-downstream19;RFGW10-Channel_5/5.12-Gi5/12_QAM_REPLICATION;37;26.55;1.11;10.55;63.54;0;0;0


Node_FUN-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable6/0/0-downstream5;RFGW10-Channel_6/1.6-Gi6/10;37;26.97;0.49;12.81;68.5;0;0;0
Modular-Cable6/0/0-downstream4;RFGW10-Channel_6/1.5-Gi6/10;37;27.87;0.55;13.0;68.71;0;0;0
Modular-Cable6/0/0-downstream7;RFGW10-Channel_6/1.8-Gi6/10;37;27.23;0.49;12.77;68.48;0;0;0
Modular-Cable6/0/0-downstream6;RFGW10-Channel_6/1.7-Gi6/10;37;26.97;0.51;12.71;68.69;0;0;0
Modular-Cable6/0/0-downstream1;RFGW10-Channel_6/2.3-Gi6/10;37;27.02;0.55;12.94;68.74;0;0;0
Modular-Cable6/0/0-downstream0;RFGW10-Channel_6/1.1-Gi6/10;37;27.07;0.5;13.06;69.12;0;0;0
Modular-Cable6/0/0-downstream3;RFGW10-Channel_6/1.4-Gi6/10;37;27.08;0.49;12.79;68.85;0;0;0
Modular-Cable6/0/0-downstream2;RFGW10-Channel_6/3.5-Gi6/10;37;27.08;0.52;12.83;69.14;0;0;0
Modular-Cable6/0/2-downstream7;RFGW10-Channel_6/1.16-Gi6/12;37;28.22;0.53;12.59;63.22;0;0;0
Modular-Cable6/0/2-downstream6;RFGW10-Channel_6/1.15-Gi6/12;37;28.16;0.53;12.5;63.55;0;0;0
Modular-Cable6/0/2-downstream5;RFGW10-Channel_6/1.14-Gi6/12;37;27.93;0.53;12.5;62.72;0;0;0
Modular-Cable6/0/2-downstream4;RFGW10-Channel_6/1.13-Gi6/12;37;28.18;0.53;12.51;63.14;0;0;0
Modular-Cable6/0/2-downstream3;RFGW10-Channel_6/1.12-Gi6/12;37;27.98;0.53;12.54;63.41;0;0;0
Modular-Cable6/0/2-downstream2;RFGW10-Channel_6/5.13-Gi6/12_QAM_REPLICATION;37;28.12;0.52;12.62;63.24;0;0;0
Modular-Cable6/0/2-downstream1;RFGW10-Channel_6/3.11-Gi6/12_QAM_REPLICATION;37;28.16;0.52;12.72;62.89;0;0;0
Modular-Cable6/0/2-downstream0;RFGW10-Channel_6/1.9-Gi6/12;37;28.16;0.53;12.8;63.79;0;0;0


Node_FUN-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable1/0/5-downstream17;;37;30.78;0.69;12.69;72.07;1;0;0
Integrated-Cable1/0/5-downstream16;;37;30.76;0.75;12.93;72.08;1;0;0
Integrated-Cable1/0/5-downstream15;;37;29.41;0.6;12.38;68.73;0;0;0
Integrated-Cable1/0/5-downstream14;;37;29.22;0.56;12.23;68.83;0;0;0
Integrated-Cable1/0/5-downstream13;;37;29.3;0.57;12.21;68.39;0;0;0
Integrated-Cable1/0/5-downstream12;;37;29.45;0.59;12.35;68.73;0;0;0
Integrated-Cable1/0/5-downstream11;;37;29.58;0.6;12.43;68.82;0;0;0
Integrated-Cable1/0/5-downstream10;;37;29.1;0.56;12.25;68.86;0;0;0
Integrated-Cable1/0/5-downstream19;;37;31.02;0.74;12.9;72.7;1;0;0
Integrated-Cable1/0/5-downstream18;;37;30.46;0.68;12.64;71.63;1;0;0
Integrated-Cable1/0/5-downstream22;;37;30.94;0.66;12.51;72.05;1;0;0
Integrated-Cable1/0/5-downstream23;;37;31.01;0.74;12.81;72.4;1;0;0
Integrated-Cable1/0/5-downstream20;;37;30.48;0.73;12.76;72.38;1;0;0
Integrated-Cable1/0/5-downstream21;;37;30.44;0.68;12.58;72.13;1;0;0
Integrated-Cable1/0/5-downstream7;;37;32.04;0.87;12.23;71.53;4;0;0
Integrated-Cable1/0/5-downstream6;;37;31.94;0.82;12.06;70.6;3;0;0
Integrated-Cable1/0/5-downstream5;;37;31.96;0.83;12.1;70.64;4;0;0
Integrated-Cable1/0/5-downstream4;;37;31.69;0.85;12.21;71.87;4;0;0
Integrated-Cable1/0/5-downstream3;;37;32.12;0.88;12.28;71.87;4;0;0
Integrated-Cable1/0/5-downstream2;;37;32.03;0.83;12.16;71.72;5;0;0
Integrated-Cable1/0/5-downstream1;;37;31.91;0.83;12.2;72.36;3;0;0
Integrated-Cable1/0/5-downstream0;;37;32.28;0.87;12.5;72.78;5;0;0
Integrated-Cable1/0/5-downstream9;;37;29.43;0.58;12.27;68.57;0;0;0
Integrated-Cable1/0/5-downstream8;;37;29.15;0.6;12.44;69.09;0;0;0


Node_GAVP

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable8/1/0-downstream18;RFGW10-Channel_8/3.3-GbE_0;37;24.69;0.09;8.3;52.17;0;0;0
Modular-Cable8/1/0-downstream19;RFGW10-Channel_8/3.4-GbE_0;37;24.56;0.09;8.33;52.37;0;0;0
Modular-Cable8/1/2-downstream20;RFGW10-Channel_8/3.15-GbE_4;37;29.17;0.42;9.17;60.92;0;0;0
Modular-Cable8/1/0-downstream21;RFGW10-Channel_8/3.6-GbE_0;37;24.56;0.09;8.26;52.21;0;0;0
Modular-Cable8/1/0-downstream20;RFGW10-Channel_8/3.5-GbE_0;37;24.54;0.09;8.27;52.28;0;0;0
Modular-Cable8/1/0-downstream23;RFGW10-Channel_8/3.8-GbE_0;37;24.68;0.09;8.32;51.95;0;0;0
Modular-Cable8/1/0-downstream22;RFGW10-Channel_8/3.7-GbE_0;37;24.71;0.08;8.24;52.25;0;0;0
Modular-Cable8/1/2-downstream23;RFGW10-Channel_8/3.16-GbE_4;37;29.05;0.42;9.12;60.57;0;0;0
Modular-Cable8/1/2-downstream22;RFGW10-Channel_8/3.15-GbE_4;37;28.87;0.42;9.13;60.63;0;0;0
Modular-Cable8/1/2-downstream18;RFGW10-Channel_8/3.11-GbE_4;37;28.2;0.41;9.72;64.65;0;0;0
Modular-Cable8/1/2-downstream19;RFGW10-Channel_8/3.12-GbE_4;37;28.14;0.41;8.93;58.86;0;0;0
Modular-Cable8/1/0-downstream16;RFGW10-Channel_8/3.1-GbE_0;37;24.73;0.09;8.78;56.72;0;0;0
Modular-Cable8/1/0-downstream17;RFGW10-Channel_8/3.2-GbE_0;37;24.78;0.09;8.46;54.65;0;0;0
Modular-Cable8/1/2-downstream16;RFGW10-Channel_8/3.9-GbE_4;37;28.35;0.41;9.07;59.19;0;0;0
Modular-Cable8/1/2-downstream21;RFGW10-Channel_8/3.14-GbE_4;37;28.87;0.42;9.15;60.76;0;0;0
Modular-Cable8/1/2-downstream17;RFGW10-Channel_8/3.10-GbE_4;37;28.0;0.42;8.97;58.88;0;0;0


Node_GVS/GAVH-1-2

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable8/1/1-downstream9;RFGW10-Channel_8/1.10-GbE_2-QAM-REPLICATION;37;31.37;0.23;9.37;75.48;4;0;0
Modular-Cable8/1/1-downstream8;RFGW10-Channel_8/1.9-GbE_2-QAM-REPLICATION;37;31.39;0.23;9.37;75.53;4;0;0
Modular-Cable8/1/0-downstream2;RFGW10-Channel_8/3.5-GbE_0;37;25.11;0.52;9.25;59.8;0;0;0
Modular-Cable8/1/0-downstream3;RFGW10-Channel_8/1.4-GbE_0;37;28.1;0.52;9.91;65.86;0;0;0
Modular-Cable8/1/0-downstream0;RFGW10-Channel_8/1.1-GbE_0;37;25.17;0.52;9.29;59.74;0;0;0
Modular-Cable8/1/0-downstream1;RFGW10-Channel_8/2.3-GbE_0;37;25.08;0.58;9.3;59.67;0;0;0
Modular-Cable8/1/0-downstream6;RFGW10-Channel_8/1.7-GbE_0;37;25.07;0.51;9.32;59.58;0;0;0
Modular-Cable8/1/0-downstream7;RFGW10-Channel_8/1.8-GbE_0;37;25.05;0.51;9.17;59.42;0;0;0
Modular-Cable8/1/0-downstream4;RFGW10-Channel_8/1.5-GbE_0;37;25.03;0.51;9.43;60.55;0;0;0
Modular-Cable8/1/0-downstream5;RFGW10-Channel_8/1.6-GbE_0;37;25.09;0.52;9.21;59.46;0;0;0
Modular-Cable8/1/1-downstream13;RFGW10-Channel_8/1.14-GbE_2-QAM-REPLICATION;37;31.38;0.23;9.48;75.11;4;0;0
Modular-Cable8/1/1-downstream12;RFGW10-Channel_8/1.13-GbE_2-QAM-REPLICATION;37;31.39;0.23;9.38;74.93;4;0;0
Modular-Cable8/1/1-downstream11;RFGW10-Channel_8/1.12-GbE_2-QAM-REPLICATION;37;31.61;0.23;9.68;75.21;4;0;0
Modular-Cable8/1/1-downstream10;RFGW10-Channel_8/1.11-GbE_2-QAM-REPLICATION;37;31.38;0.23;9.39;75.42;4;0;0
Modular-Cable8/1/1-downstream15;RFGW10-Channel_8/1.17-GbE_2-QAM-REPLICATION;37;31.34;0.23;9.39;75.54;3;0;0
Modular-Cable8/1/1-downstream14;RFGW10-Channel_8/1.16-GbE_2-QAM-REPLICATION;37;31.56;0.23;9.38;75.44;5;0;0


Node_KAR-01

